Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammSO4f_Val,ECf_Val,OMCf_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,SeaSaltf_Val,SOILf_Val
IMPAER,FRRE1,1,07/29/2020,39.7058,-79.0122,767,MD,0.08977,1.29416,0.18432,1.94909,6.7952,3.59545,3.07343,3.72177,0.02889,0.17553
IMPAER,FRRE1,1,06/03/2021,39.7058,-79.0122,767,MD,0.16972,0.76212,0.19911,1.84064,5.27802,3.79301,2.08322,3.1948,0.03586,0.18735
IMPAER,FRRE1,1,06/06/2021,39.7058,-79.0122,767,MD,0.16908,2.36408,0.45853,3.296,9.56164,7.21753,2.92892,6.63272,0.05634,0.28869
IMPAER,FRRE1,1,06/09/2021,39.7058,-79.0122,767,MD,0.1311,1.66623,0.13311,1.4632,5.14296,3.87125,1.56263,3.58033,0.0207,0.166
IMPAER,FRRE1,1,06/12/2021,39.7058,-79.0122,767,MD,0.12577,0.47112,0.11691,1.40645,4.27169,2.34812,2.0621,2.20959,0.02426,0.06508
IMPAER,FRRE1,1,06/15/2021,39.7058,-79.0122,767,MD,0.41342,1.13821,0.24217,1.6819,6.60927,4.57957,2.95186,3.65741,0.01019,0.17152
IMPAER,FRRE1,1,06/18/2021,39.7058,-79.0122,767,MD,0.16304,1.79523,0.3097,2.42608,8.59821,7.58736,3.48043,5.11778,0.02196,0.40178
IMPAER,FRRE1,1,06/21/2021,39.7058,-79.0122,767,MD,0.16995,1.23131,0.16288,2.2019,9.34331,6.90806,3.70602,5.63729,0.03433,1.83691
IMPAER,FRRE1,1,06/24/2021,39.7058,-79.0122,767,MD,0.09856,0.76043,0.21228,1.66801,5.29655,3.32502,2.39138,2.90517,0.02102,0.14488
IMPAER,FRRE1,1,06/27/2021,39.7058,-79.0122,767,MD,0.16576,1.1055,0.18417,2.38882,6.43456,4.5902,2.28634,4.14822,0.03409,0.26988
IMPAER,FRRE1,1,06/30/2021,39.7058,-79.0122,767,MD,0.13862,1.08597,0.15794,1.67913,5.88398,3.64796,2.56184,3.32214,0.02767,0.2328
IMPAER,FRRE1,1,07/03/2021,39.7058,-79.0122,767,MD,0.17038,0.91906,0.16666,1.61539,4.98154,3.47965,1.97452,3.00702,0.02336,0.11215
IMPAER,FRRE1,1,07/06/2021,39.7058,-79.0122,767,MD,0.20849,3.74243,0.56536,7.41238,16.0921,15.5465,3.72136,12.3707,0.01939,0.42268
IMPAER,FRRE1,1,07/09/2021,39.7058,-79.0122,767,MD,0.13653,3.01393,0.15548,1.77071,8.0058,6.14844,2.44495,5.56085,0.02977,0.45442
IMPAER,FRRE1,1,07/12/2021,39.7058,-79.0122,767,MD,0.18619,1.0202,0.09814,1.03037,4.93445,3.20774,1.95193,2.98252,0.13462,0.51299
IMPAER,FRRE1,1,07/15/2021,39.7058,-79.0122,767,MD,0.12478,3.04887,0.23036,2.07927,7.72461,7.24891,1.7864,5.93821,0.0202,0.43473
IMPAER,FRRE1,1,07/18/2021,39.7058,-79.0122,767,MD,0.06908,0.8416,0.28782,4.81451,8.29197,7.19244,2.18683,6.10514,0.0221,0.07003
IMPAER,FRRE1,1,07/21/2021,39.7058,-79.0122,767,MD,0.2839,3.18197,1.46135,10.2478,18.3625,20.67767,2.86557,15.4969,0.00765,0.31424
IMPAER,FRRE1,1,07/24/2021,39.7058,-79.0122,767,MD,0.1344,1.70902,0.39335,4.1738,9.7747,8.47713,3.00185,6.77285,0.02569,0.33658
IMPAER,FRRE1,1,07/27/2021,39.7058,-79.0122,767,MD,0.12594,1.59111,0.54447,5.68856,11.424,11.09526,3.0688,8.35519,0.0189,0.38621
IMPAER,FRRE1,1,07/30/2021,39.7058,-79.0122,767,MD,0.19781,2.08645,0.62549,5.67799,11.0312,10.83577,2.15325,8.87791,0.01267,0.27749
IMPAER,FRRE1,1,06/01/2022,39.7058,-79.0122,767,MD,0.22834,2.74086,0.20056,3.63631,11.9999,8.95926,4.47752,7.52234,0.01557,0.70071
IMPAER,FRRE1,1,06/04/2022,39.7058,-79.0122,767,MD,0.18371,1.02255,0.2463,2.01652,9.28562,4.31848,5.36649,3.91913,0.01613,0.43393
IMPAER,FRRE1,1,06/07/2022,39.7058,-79.0122,767,MD,0.26549,1.61718,0.33919,3.60608,11.4559,6.90936,5.24117,6.21469,0.03681,0.34995
IMPAER,FRRE1,1,06/10/2022,39.7058,-79.0122,767,MD,0.21186,1.15369,0.23133,2.09228,-999,4.07917,-999,3.89737,0.02155,0.18666
IMPAER,FRRE1,1,06/13/2022,39.7058,-79.0122,767,MD,0.20794,4.10942,0.28947,3.94526,-999,10.58132,-999,9.01433,0.0299,0.43235
IMPAER,FRRE1,1,06/16/2022,39.7058,-79.0122,767,MD,0.57177,3.32131,0.18437,3.46147,28.3398,17.16902,12.047,16.2928,0.02911,8.72477
IMPAER,FRRE1,1,06/19/2022,39.7058,-79.0122,767,MD,0.11167,0.43213,0.12946,1.48538,5.43461,2.49402,3.03534,2.39927,0.01535,0.22527
IMPAER,FRRE1,1,06/22/2022,39.7058,-79.0122,767,MD,0.25354,2.09619,0.30459,4.03344,-999,8.64986,-999,7.62629,0.0162,0.92234
IMPAER,FRRE1,1,06/25/2022,39.7058,-79.0122,767,MD,0.10155,1.31574,0.27888,3.24,-999,5.95823,-999,5.2264,0.0185,0.27173
IMPAER,FRRE1,1,06/28/2022,39.7058,-79.0122,767,MD,0.1262,0.667,0.24332,1.75986,-999,3.27334,-999,3.00798,0.01255,0.19904
IMPAER,FRRE1,1,07/01/2022,39.7058,-79.0122,767,MD,0.11188,1.64471,0.17276,3.34901,-999,6.81897,-999,5.6288,0.01687,0.33358
IMPAER,FRRE1,1,07/04/2022,39.7058,-79.0122,767,MD,0.17485,0.91656,0.24546,3.35804,-999,5.79887,-999,4.91121,0.02165,0.19465
IMPAER,FRRE1,1,07/07/2022,39.7058,-79.0122,767,MD,0.21872,1.69318,0.25282,1.81838,6.96907,4.40253,2.84026,4.12881,0.01309,0.13263
IMPAER,FRRE1,1,07/10/2022,39.7058,-79.0122,767,MD,0.162,0.90965,0.21886,2.37802,6.46337,4.38808,2.63377,3.8296,0.03528,0.1258
IMPAER,FRRE1,1,07/13/2022,39.7058,-79.0122,767,MD,0.26164,1.90711,0.25174,2.34625,7.87063,5.46278,2.9206,4.95003,0.00886,0.17444
IMPAER,FRRE1,1,07/16/2022,39.7058,-79.0122,767,MD,0.10998,2.80434,0.33304,2.4671,7.65597,6.99366,1.71412,5.94185,0.02543,0.20195
IMPAER,FRRE1,1,07/19/2022,39.7058,-79.0122,767,MD,0.10521,3.49942,0.28764,2.53429,9.60025,7.52971,2.97281,6.62744,0.01636,0.18452
IMPAER,FRRE1,1,07/22/2022,39.7058,-79.0122,767,MD,0.19184,2.25594,0.48168,4.92512,12.8538,10.47471,4.48913,8.36462,0.01937,0.49067
IMPAER,FRRE1,1,07/25/2022,39.7058,-79.0122,767,MD,0.15265,1.88566,0.1901,2.74968,9.28629,7.07482,3.54563,5.74066,0.02147,0.7411
IMPAER,FRRE1,1,07/28/2022,39.7058,-79.0122,767,MD,0.10172,3.07431,0.143,1.38978,7.2524,5.86402,2.24434,5.00806,0.0148,0.28446
IMPAER,FRRE1,1,07/31/2022,39.7058,-79.0122,767,MD,0.09159,1.1308,0.32322,1.82786,5.66716,4.06141,2.19503,3.47213,0.01661,0.08204
IMPAER,FRRE1,1,06/02/2023,39.7058,-79.0122,767,MD,0.14861,0.76957,0.46795,5.04785,11.9644,7.94356,4.86858,7.09585,0.01102,0.65086
IMPAER,FRRE1,1,06/05/2023,39.7058,-79.0122,767,MD,0.13787,0.51447,0.2689,2.61414,7.28981,4.43581,3.40928,3.88053,0.0184,0.32674
IMPAER,FRRE1,1,06/08/2023,39.7058,-79.0122,767,MD,0.45853,0.93204,0.75823,11.7127,18.8485,16.08116,4.49342,14.355,0.0171,0.47645
IMPAER,FRRE1,1,06/11/2023,39.7058,-79.0122,767,MD,0.18139,1.4134,0.62966,8.01562,14.4619,13.09495,3.79868,10.6632,0.01593,0.40722
IMPAER,FRRE1,1,06/14/2023,39.7058,-79.0122,767,MD,0.1561,0.74404,0.20508,2.1848,6.59991,4.12241,3.16568,3.43423,0.00884,0.13536
IMPAER,FRRE1,1,06/17/2023,39.7058,-79.0122,767,MD,0.80172,2.12956,0.64229,12.0158,19.2721,18.98879,3.50162,15.7704,0.00853,0.1725
IMPAER,FRRE1,1,06/20/2023,39.7058,-79.0122,767,MD,0.51665,1.8758,0.60941,7.67317,15.0936,13.08868,4.19937,10.8942,0.02966,0.1895
IMPAER,FRRE1,1,06/23/2023,39.7058,-79.0122,767,MD,0.09052,0.65449,0.10472,0.85657,3.80126,2.06475,1.93918,1.86208,0.01688,0.1389
IMPAER,FRRE1,1,06/26/2023,39.7058,-79.0122,767,MD,0.09329,1.09878,0.36005,3.51328,8.99879,6.34888,3.71082,5.28797,0.0209,0.20168
IMPAER,FRRE1,1,06/29/2023,39.7058,-79.0122,767,MD,1.06996,4.29022,1.73846,50.4251,-999,46.9669,-999,57.6728,0.01082,0.13823
IMPAER,FRRE1,1,07/02/2023,39.7058,-79.0122,767,MD,0.1118,1.4165,0.16225,2.3463,7.82584,4.99802,3.50718,4.31866,0.01622,0.2656
IMPAER,FRRE1,1,07/05/2023,39.7058,-79.0122,767,MD,0.1575,1.79831,0.24527,2.09344,7.38347,5.40193,2.92899,4.45448,0.01193,0.14803
IMPAER,FRRE1,1,07/08/2023,39.7058,-79.0122,767,MD,0.14515,2.54467,0.30529,2.792,8.66442,7.02918,2.66832,5.9961,0.01503,0.19396
IMPAER,FRRE1,1,07/11/2023,39.7058,-79.0122,767,MD,0.15023,1.44389,0.29477,2.84189,10.1997,6.36347,5.25754,4.94216,0.0149,0.19647
IMPAER,FRRE1,1,07/14/2023,39.7058,-79.0122,767,MD,0.15276,2.5179,0.21275,1.79611,7.75402,6.01911,2.75328,5.00074,0.01334,0.30789
IMPAER,FRRE1,1,07/17/2023,39.7058,-79.0122,767,MD,0.42033,3.38128,1.44627,17.9114,27.0769,31.48703,3.59971,23.4772,0.00698,0.31096
IMPAER,FRRE1,1,07/20/2023,39.7058,-79.0122,767,MD,0.18015,2.92843,0.43808,4.94701,11.41,9.99162,2.55958,8.85037,0.01157,0.34513
IMPAER,FRRE1,1,07/23/2023,39.7058,-79.0122,767,MD,0.07488,1.52386,0.17648,2.85295,6.85339,5.55779,2.09804,4.75535,0.01444,0.11274
IMPAER,FRRE1,1,07/26/2023,39.7058,-79.0122,767,MD,0.12061,2.32438,0.70849,8.0159,-999,-999,-999,-999,0.00554,-999
IMPAER,FRRE1,1,07/29/2023,39.7058,-79.0122,767,MD,0.09173,1.21469,0.1354,1.4278,5.81848,3.81938,2.33012,3.48836,0.00869,0.61004
IMPAER,GRGU1,1,06/02/2012,44.3082,-71.2177,453.5,NH,0.03264,0.21065,0.0439,0.59706,2.19686,1.1321,1.23,0.96686,0.0144,0.06822
IMPAER,GRGU1,1,06/05/2012,44.3082,-71.2177,453.5,NH,0.08333,0.41195,0.0508,0.71226,2.78137,1.7049,1.4075,1.37387,0.054,0.06152
IMPAER,GRGU1,1,06/08/2012,44.3082,-71.2177,453.5,NH,0.04541,0.41044,0.1032,1.74942,4.97393,3.2197,2.4858,2.48813,0.03222,0.14744
IMPAER,GRGU1,1,06/11/2012,44.3082,-71.2177,453.5,NH,0.09636,0.84562,0.2087,2.09034,5.71891,4.6508,2.2827,3.43621,0.01584,0.17934
IMPAER,GRGU1,1,06/14/2012,44.3082,-71.2177,453.5,NH,0.02902,0.4158,0.1143,1.53612,5.61356,2.3548,3.3377,2.27586,0.02754,0.15308
IMPAER,GRGU1,1,06/17/2012,44.3082,-71.2177,453.5,NH,0.32534,1.41845,0.1313,2.03958,7.51752,4.7207,3.1957,4.32182,0.24984,0.15732
IMPAER,GRGU1,1,06/20/2012,44.3082,-71.2177,453.5,NH,0.11184,3.82346,0.2633,3.19392,14.9096,9.9595,7.043,7.8666,0.00558,0.46849
IMPAER,GRGU1,1,06/23/2012,44.3082,-71.2177,453.5,NH,0.0387,0.9042,0.158,2.61342,9.15319,4.2909,5.1753,3.97789,0.00126,0.26232
IMPAER,GRGU1,1,06/26/2012,44.3082,-71.2177,453.5,NH,0.02799,0.2827,0.0665,0.81486,3.3417,1.2309,2.1317,1.21,0.009,0.00894
IMPAER,GRGU1,1,06/29/2012,44.3082,-71.2177,453.5,NH,0.0525,1.68149,0.1993,4.17186,12.412,7.6619,6.0387,6.37331,0.0081,0.26006
IMPAER,GRGU1,1,07/02/2012,44.3082,-71.2177,453.5,NH,0.02593,0.59936,0.1132,2.45538,7.67475,3.3655,4.3648,3.30995,0.01926,0.09682
IMPAER,GRGU1,1,07/05/2012,44.3082,-71.2177,453.5,NH,0.02709,0.86171,0.0694,2.53404,7.95794,3.8113,4.406,3.55194,0.01476,0.04494
IMPAER,GRGU1,1,07/08/2012,44.3082,-71.2177,453.5,NH,0.03676,0.45746,0.1048,1.79586,6.3056,3.2424,3.8031,2.5025,0.01782,0.0898
IMPAER,GRGU1,1,07/11/2012,44.3082,-71.2177,453.5,NH,0.0298,0.44261,0.1325,3.08556,7.57003,4.3525,3.6774,3.89263,0.0486,0.15356
IMPAER,GRGU1,1,07/14/2012,44.3082,-71.2177,453.5,NH,0.04979,3.50364,0.3337,3.85002,20.0787,11.7115,11.7182,8.36055,0.00216,0.62124
IMPAER,GRGU1,1,07/17/2012,44.3082,-71.2177,453.5,NH,0.07069,3.15384,0.2551,3.8808,14.4503,11.2431,6.8647,7.58558,0.00126,0.22389
IMPAER,GRGU1,1,07/20/2012,44.3082,-71.2177,453.5,NH,0.03483,0.31336,0.081,2.23272,8.47468,3.1515,5.5539,2.92078,0.0216,0.23726
IMPAER,GRGU1,1,07/23/2012,44.3082,-71.2177,453.5,NH,0.06785,3.33108,0.3031,2.78568,13.173,9.0119,6.3786,6.79442,0.04482,0.2619
IMPAER,GRGU1,1,07/26/2012,44.3082,-71.2177,453.5,NH,0.03922,0.36149,0.1605,2.5686,6.22504,4.0151,3.0015,3.22354,0.02034,0.0734
IMPAER,GRGU1,1,07/29/2012,44.3082,-71.2177,453.5,NH,0.03676,0.77179,0.187,3.79854,10.6117,6.7062,5.6666,4.9451,0.0477,0.10331
IMPAER,GRGU1,1,06/03/2013,44.3082,-71.2177,453.5,NH,0.0525,1.24575,0.0749,1.12302,7.27652,3.7467,4.6559,2.62062,0.00504,0.1194
IMPAER,GRGU1,1,06/06/2013,44.3082,-71.2177,453.5,NH,0.0872,0.68406,0.0995,1.26864,5.95884,3.7821,3.5533,2.40554,0.00954,0.2566
IMPAER,GRGU1,1,06/09/2013,44.3082,-71.2177,453.5,NH,0.03586,0.4202,0.105,1.15488,6.1742,2.8167,4.3974,1.7768,0.00558,0.05528
IMPAER,GRGU1,1,06/12/2013,44.3082,-71.2177,453.5,NH,0.0258,0.29081,0.0997,1.66302,5.03833,3.3192,2.8729,2.16543,0.02844,0.05765
IMPAER,GRGU1,1,06/15/2013,44.3082,-71.2177,453.5,NH,0.02748,0.60775,0.0678,1.30284,5.52867,2.9566,3.2914,2.23727,0.02916,0.20224
IMPAER,GRGU1,1,06/18/2013,44.3082,-71.2177,453.5,NH,0.04502,0.49445,0.1495,1.7667,4.93527,3.69,2.3856,2.54967,0.00846,0.08553
IMPAER,GRGU1,1,06/21/2013,44.3082,-71.2177,453.5,NH,0.05328,0.87092,0.2091,2.58714,10.1064,5.3995,6.1015,4.00485,0.03906,0.24535
IMPAER,GRGU1,1,06/24/2013,44.3082,-71.2177,453.5,NH,0.17802,3.17721,0.2173,3.87198,18.0964,12.8368,8.8882,9.20822,0.03204,1.73167
IMPAER,GRGU1,1,06/27/2013,44.3082,-71.2177,453.5,NH,0.0912,1.07319,0.1276,1.34316,4.82193,3.8697,2.0533,2.76863,0.02412,0.10936
IMPAER,GRGU1,1,06/30/2013,44.3082,-71.2177,453.5,NH,0.05869,2.28278,0.1444,2.88774,14.2676,7.638,8.7566,5.51102,0.05256,0.08485
IMPAER,GRGU1,1,07/03/2013,44.3082,-71.2177,453.5,NH,0.11004,1.13451,0.1831,3.97602,14.9569,7.829,9.4173,5.53957,0.03348,0.10242
IMPAER,GRGU1,1,07/06/2013,44.3082,-71.2177,453.5,NH,0.06824,2.83649,0.1507,2.38752,11.8609,7.3043,6.2335,5.62741,0.02646,0.15801
IMPAER,GRGU1,1,07/09/2013,44.3082,-71.2177,453.5,NH,0.04476,0.6534,0.1269,2.12526,5.47807,3.9802,2.4836,2.99447,0.01584,0.0283
IMPAER,GRGU1,1,07/12/2013,44.3082,-71.2177,453.5,NH,0.04567,0.32601,0.1016,2.59434,7.70408,3.8732,4.535,3.16908,0.01854,0.08292
IMPAER,GRGU1,1,07/15/2013,44.3082,-71.2177,453.5,NH,0.04476,1.38243,0.2036,3.23262,11.4767,7.5161,6.3846,5.09209,0.0567,0.17198
IMPAER,GRGU1,1,07/18/2013,44.3082,-71.2177,453.5,NH,0.04889,1.76536,0.1177,2.2581,-999,6.3202,-999,4.34894,0.03996,0.11893
IMPAER,GRGU1,1,07/21/2013,44.3082,-71.2177,453.5,NH,0.05134,0.47671,0.1056,2.6154,-999,4.4856,-999,3.35741,0.02322,0.08514
IMPAER,GRGU1,1,07/24/2013,44.3082,-71.2177,453.5,NH,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,GRGU1,1,07/27/2013,44.3082,-71.2177,453.5,NH,0.03212,0.30497,0.1039,1.62144,6.36711,2.904,4.2382,2.12891,0.01206,0.05441
IMPAER,GRGU1,1,07/30/2013,44.3082,-71.2177,453.5,NH,0.03006,1.57396,0.1065,0.92106,6.44497,4.1114,3.7712,2.67377,0.00936,0.03283
IMPAER,GRGU1,1,06/01/2014,44.3082,-71.2177,453.5,NH,0.09107,0.57461,0.0893,1.70424,6.99782,3.4016,4.2394,2.75842,0.02484,0.27435
IMPAER,GRGU1,1,06/04/2014,44.3082,-71.2177,453.5,NH,0.29206,1.05188,0.132,2.124,7.00039,4.4571,3.1048,3.89559,0.04968,0.24598
IMPAER,GRGU1,1,06/07/2014,44.3082,-71.2177,453.5,NH,0.03676,0.58286,0.0791,1.63152,6.60205,2.8468,4.105,2.49705,0.01494,0.15187
IMPAER,GRGU1,1,06/10/2014,44.3082,-71.2177,453.5,NH,0.03651,0.64364,0.1305,2.16216,6.33801,3.9688,3.1074,3.23061,0.01926,0.23855
IMPAER,GRGU1,1,06/13/2014,44.3082,-71.2177,453.5,NH,0.0129,0.0803,0.0401,0.87822,2.0768,1.23,1.021,1.0558,0.03654,0.00774
IMPAER,GRGU1,1,06/16/2014,44.3082,-71.2177,453.5,NH,0.02593,0.2937,0.0966,1.71216,6.48765,2.6888,4.144,2.34365,0.01656,0.1987
IMPAER,GRGU1,1,06/19/2014,44.3082,-71.2177,453.5,NH,0.08579,0.253,0.0601,1.20132,5.45486,2.248,3.6343,1.82056,0.04932,0.17104
IMPAER,GRGU1,1,06/22/2014,44.3082,-71.2177,453.5,NH,0.0138,0.45677,0.0668,0.97956,7.42995,2.4418,5.6165,1.81345,0.01656,0.27996
IMPAER,GRGU1,1,06/25/2014,44.3082,-71.2177,453.5,NH,0.08849,1.4443,0.1561,1.97712,6.64179,5.5429,2.4473,4.19449,0.02448,0.50399
IMPAER,GRGU1,1,06/28/2014,44.3082,-71.2177,453.5,NH,0.01561,0.30223,0.1565,4.3335,9.73053,7.0654,4.7219,5.00863,0.00396,0.19683
IMPAER,GRGU1,1,07/01/2014,44.3082,-71.2177,453.5,NH,0.11533,3.84959,0.2236,2.8665,13.2392,10.7753,5.6469,7.59228,0.01152,0.52575
IMPAER,GRGU1,1,07/04/2014,44.3082,-71.2177,453.5,NH,0.09159,1.18291,0.1744,2.39634,7.11243,5.2124,3.1692,3.94323,0.0198,0.07819
IMPAER,GRGU1,1,07/07/2014,44.3082,-71.2177,453.5,NH,0.07018,2.8226,0.2485,3.31326,11.6679,9.3394,4.9429,6.72498,0.00306,0.26738
IMPAER,GRGU1,1,07/10/2014,44.3082,-71.2177,453.5,NH,0.03715,0.39256,0.1051,1.20798,4.29925,2.5958,2.4686,1.83065,0.01422,0.07363
IMPAER,GRGU1,1,07/13/2014,44.3082,-71.2177,453.5,NH,0.13029,3.98681,0.3637,3.29022,11.1245,13.6206,3.0161,8.10841,-0.00216,0.33955
IMPAER,GRGU1,1,07/16/2014,44.3082,-71.2177,453.5,NH,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,GRGU1,1,07/19/2014,44.3082,-71.2177,453.5,NH,0.05237,0.68819,0.1374,3.07224,8.7644,5.6736,4.6711,4.0933,0.04824,0.09486
IMPAER,GRGU1,1,07/22/2014,44.3082,-71.2177,453.5,NH,0.04979,2.81683,0.1812,2.57202,10.6477,9.9222,4.8341,5.81361,0.03672,0.15706
IMPAER,GRGU1,1,07/25/2014,44.3082,-71.2177,453.5,NH,0.05599,1.31876,0.5393,13.2759,19.2144,19.6046,3.8943,15.3201,0.0378,0.09237
IMPAER,GRGU1,1,07/28/2014,44.3082,-71.2177,453.5,NH,0.02735,0.85566,0.1258,1.4859,5.61325,3.7101,3.06,2.55325,0.01548,0.04306
IMPAER,GRGU1,1,07/31/2014,44.3082,-71.2177,453.5,NH,0.05134,1.73099,0.2491,2.1888,7.72417,6.7513,3.4225,4.30167,0.02412,0.05732
IMPAER,GRGU1,1,06/02/2015,44.3082,-71.2177,453.5,NH,0.03728,0.3278,0,0.3069,3.72586,0.9892,3.0517,0.67416,-0.00396,0.00614
IMPAER,GRGU1,1,06/05/2015,44.3082,-71.2177,453.5,NH,0.10746,0.52828,0.2006,2.21364,6.83022,4.1962,3.6255,3.20472,0.00054,0.1542
IMPAER,GRGU1,1,06/08/2015,44.3082,-71.2177,453.5,NH,0.2273,1.45406,0.1935,2.1825,6.96087,6.1255,2.7066,4.25427,0.02286,0.17405
IMPAER,GRGU1,1,06/11/2015,44.3082,-71.2177,453.5,NH,0.07856,1.64436,0.3393,5.10624,10.7467,9.8668,3.3769,7.36984,0.00234,0.19904
IMPAER,GRGU1,1,06/14/2015,44.3082,-71.2177,453.5,NH,0.04128,0.31996,0.113,1.93536,5.95832,3.3863,3.3646,2.59372,0.00828,0.17583
IMPAER,GRGU1,1,06/17/2015,44.3082,-71.2177,453.5,NH,0.04154,0.2981,0.0638,0.98982,4.55696,2.0978,3.0361,1.52086,0.01206,0.11555
IMPAER,GRGU1,1,06/20/2015,44.3082,-71.2177,453.5,NH,0.07405,0.47451,0.1279,1.56474,4.34076,3.1756,1.9761,2.36466,0.01818,0.10528
IMPAER,GRGU1,1,06/23/2015,44.3082,-71.2177,453.5,NH,0.06631,1.01599,0.1205,1.71738,7.36931,4.8663,4.2418,3.12751,0.03798,0.16936
IMPAER,GRGU1,1,06/26/2015,44.3082,-71.2177,453.5,NH,0.06772,0.38624,0.1229,1.8909,6.4827,3.3895,3.7691,2.7136,0.00756,0.23827
IMPAER,GRGU1,1,06/29/2015,44.3082,-71.2177,453.5,NH,0.02567,0.10257,0.0277,0.7038,2.9115,1.0385,2.0373,0.8742,0.00504,0.00942
IMPAER,GRGU1,1,07/02/2015,44.3082,-71.2177,453.5,NH,0.00348,0.26606,0.0678,1.16136,3.61396,1.6778,2.0642,1.54976,0.0144,0.03666
IMPAER,GRGU1,1,07/05/2015,44.3082,-71.2177,453.5,NH,0.04386,1.28672,0.1996,3.65724,9.64999,6.9753,4.3169,5.33309,0.02466,0.12101
IMPAER,GRGU1,1,07/08/2015,44.3082,-71.2177,453.5,NH,0.05315,1.6742,-999,-999,-999,10.4072,5.2548,-999,0.02754,0.68241
IMPAER,GRGU1,1,07/11/2015,44.3082,-71.2177,453.5,NH,0.02593,1.01434,-999,-999,-999,7.7755,5.3824,-999,0.02322,0.25578
IMPAER,GRGU1,1,07/14/2015,44.3082,-71.2177,453.5,NH,0.07701,1.1825,0.3164,5.54094,10.484,9.2793,3.1306,7.3534,0.0099,0.22664
IMPAER,GRGU1,1,07/17/2015,44.3082,-71.2177,453.5,NH,0.03264,0.30951,0.1502,3.43512,-999,4.5184,-999,4.14781,0.01062,0.20972
IMPAER,GRGU1,1,07/20/2015,44.3082,-71.2177,453.5,NH,0.02103,1.24108,0.0968,3.29094,-999,5.4382,-999,4.78489,0.00882,0.12623
IMPAER,GRGU1,1,07/23/2015,44.3082,-71.2177,453.5,NH,0.03509,0.32615,0.0578,1.3185,4.34783,2.2033,2.554,1.79383,-0.00252,0.05881
IMPAER,GRGU1,1,07/26/2015,44.3082,-71.2177,453.5,NH,0.04063,0.56458,0.2114,1.73268,3.97233,2.9552,1.3871,2.58523,0.01152,0.02442
IMPAER,GRGU1,1,07/29/2015,44.3082,-71.2177,453.5,NH,0.02554,0.70235,0.1125,4.79052,11.9691,8.7825,6.1633,5.80582,0.0189,0.156
IMPAER,GRGU1,1,06/02/2016,44.3082,-71.2177,453.5,NH,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,GRGU1,1,06/05/2016,44.3082,-71.2177,453.5,NH,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,GRGU1,1,06/08/2016,44.3082,-71.2177,453.5,NH,0.04211,0.31673,0.04987,0.60313,3.02782,1.25234,1.98078,1.04704,0.00277,0.03243
IMPAER,GRGU1,1,06/11/2016,44.3082,-71.2177,453.5,NH,0.07785,0.4278,0.12975,1.59521,3.2737,2.30637,0.99292,2.28078,0.00115,0.04901
IMPAER,GRGU1,1,06/14/2016,44.3082,-71.2177,453.5,NH,0.0682,0.42279,0.0399,0.97627,4.11922,1.84739,2.51999,1.59923,-0.00074,0.09282
IMPAER,GRGU1,1,06/17/2016,44.3082,-71.2177,453.5,NH,0.04213,0.29805,0.07749,1.54811,7.17551,2.48249,4.98219,2.19332,0.0049,0.22265
IMPAER,GRGU1,1,06/20/2016,44.3082,-71.2177,453.5,NH,-999,0.71367,0.16257,5.1809,-999,4.65291,11.6105,-999,0.00106,0.10631
IMPAER,GRGU1,1,06/23/2016,44.3082,-71.2177,453.5,NH,0.05811,0.53475,0.05007,1.57662,5.64693,2.85167,3.33249,2.31444,0.01154,0.08335
IMPAER,GRGU1,1,06/26/2016,44.3082,-71.2177,453.5,NH,0.06508,0.45937,0.16193,3.9791,9.26778,6.0728,4.3893,4.87848,-0.00436,0.21735
IMPAER,GRGU1,1,06/29/2016,44.3082,-71.2177,453.5,NH,0.05949,0.64439,0.09757,1.95174,5.80518,3.48207,2.97615,2.82903,0.01384,0.06199
IMPAER,GRGU1,1,07/02/2016,44.3082,-71.2177,453.5,NH,0.03551,0.57787,0.04146,0.90437,4.43956,2.03608,2.83678,1.60278,0.01431,0.02925
IMPAER,GRGU1,1,07/05/2016,44.3082,-71.2177,453.5,NH,0.09036,1.03371,0.15633,3.34463,10.2013,6.1841,5.39799,4.8033,0.00065,0.17761
IMPAER,GRGU1,1,07/08/2016,44.3082,-71.2177,453.5,NH,0.10052,0.36989,0.07673,1.90098,4.84576,2.60718,2.31877,2.52699,0.01435,0.06453
IMPAER,GRGU1,1,07/11/2016,44.3082,-71.2177,453.5,NH,0.07401,0.26737,0.06349,1.82673,5.08588,2.70974,2.80127,2.28461,0.01654,0.03647
IMPAER,GRGU1,1,07/14/2016,44.3082,-71.2177,453.5,NH,0.08154,2.22739,0.19004,2.89066,11.011,8.29196,5.12137,5.88958,0.04073,0.45922
IMPAER,GRGU1,1,07/17/2016,44.3082,-71.2177,453.5,NH,0.0279,0.56555,0.12411,2.35476,9.02612,3.63676,5.92961,3.09651,0.00209,0.0221
