Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammSO4f_Val,ECf_Val,OMCf_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,SeaSaltf_Val,SOILf_Val
IMPAER,CABA1,1,07/09/2021,43.8325,-70.0644,26.75,ME,0.16569,0.42775,0.09726,1.60918,4.72758,2.36109,2.30213,2.42545,0.05179,0.07379
IMPAER,CABA1,1,07/12/2021,43.8325,-70.0644,26.75,ME,0.2526,0.56331,0.42517,3.68064,7.9877,5.43157,2.87356,5.11414,0.08381,0.10861
IMPAER,CABA1,1,07/15/2021,43.8325,-70.0644,26.75,ME,0.38775,1.29203,0.24251,2.21132,6.19265,4.10647,1.89884,4.29381,0.02799,0.13221
IMPAER,CABA1,1,07/18/2021,43.8325,-70.0644,26.75,ME,0.05249,0.29708,0.30344,3.71439,7.21837,4.93434,2.76069,4.45768,0.04226,0.04801
IMPAER,CABA1,1,07/21/2021,43.8325,-70.0644,26.75,ME,0.17779,0.79965,0.58628,8.71886,14.0089,13.58614,3.52082,10.488,0.09821,0.10727
IMPAER,CABA1,1,07/24/2021,43.8325,-70.0644,26.75,ME,0.09663,0.28799,0.30073,2.60942,7.52068,4.10918,4.05446,3.46622,0.08311,0.08834
IMPAER,CABA1,1,07/27/2021,43.8325,-70.0644,26.75,ME,0.10646,1.1861,0.93225,15.283,24.6725,22.11896,6.93381,17.7387,0.06775,0.16315
IMPAER,CABA1,1,07/30/2021,43.8325,-70.0644,26.75,ME,0.10663,0.44824,0.17263,2.16929,7.66692,3.33314,4.15766,3.50926,0.55071,0.06177
IMPAER,CABA1,1,06/01/2022,43.8325,-70.0644,26.75,ME,0.21555,0.30521,0.12124,1.12387,6.98539,1.96238,4.89064,2.09475,0.18972,0.13917
IMPAER,CABA1,1,06/04/2022,43.8325,-70.0644,26.75,ME,0.27131,0.55763,0.07893,1.56881,4.9946,2.68841,2.35103,2.64357,0.07659,0.09029
IMPAER,CABA1,1,06/07/2022,43.8325,-70.0644,26.75,ME,0.51978,0.77151,0.15848,2.27101,12.7939,4.64829,7.86073,4.93321,0.99522,0.21722
IMPAER,CABA1,1,06/10/2022,43.8325,-70.0644,26.75,ME,0.08581,0.36542,0.11976,1.36674,7.87673,2.43492,5.76179,2.11494,0.08156,0.09565
IMPAER,CABA1,1,06/13/2022,43.8325,-70.0644,26.75,ME,0.34508,1.26404,0.20442,1.75997,5.94732,4.13795,2.03272,3.9146,0.248,0.0931
IMPAER,CABA1,1,06/16/2022,43.8325,-70.0644,26.75,ME,0.34883,0.53449,0.15777,1.82318,10.3422,4.47407,5.94275,4.39946,1.42112,0.11407
IMPAER,CABA1,1,06/19/2022,43.8325,-70.0644,26.75,ME,0.02806,0.42822,0.02783,0.61429,2.60777,1.20539,1.42723,1.18054,0.02614,0.05603
IMPAER,CABA1,1,06/22/2022,43.8325,-70.0644,26.75,ME,0.18839,0.48034,0.04949,0.76397,6.59872,2.47013,4.23819,2.36053,0.84582,0.03252
IMPAER,CABA1,1,06/25/2022,43.8325,-70.0644,26.75,ME,0.23073,0.75835,0.35988,4.12177,13.1365,6.38404,7.07576,6.06074,0.31549,0.27452
IMPAER,CABA1,1,06/28/2022,43.8325,-70.0644,26.75,ME,0.06011,0.34651,0.26349,2.23619,7.06194,2.81938,3.9917,3.07024,0.06901,0.09492
IMPAER,CABA1,1,07/01/2022,43.8325,-70.0644,26.75,ME,0.80281,1.5991,0.43273,4.5464,14.686,8.90974,6.64687,8.03911,0.30537,0.3527
IMPAER,CABA1,1,07/04/2022,43.8325,-70.0644,26.75,ME,0.06357,0.26679,0.21885,1.71616,5.93229,2.42172,3.47242,2.45987,0.03843,0.15606
IMPAER,CABA1,1,07/07/2022,43.8325,-70.0644,26.75,ME,0.17391,0.40076,0.1783,2.69935,9.24703,3.82477,5.29548,3.95155,0.40043,0.09881
IMPAER,CABA1,1,07/10/2022,43.8325,-70.0644,26.75,ME,0.0912,0.23286,-999,-999,-999,2.4008,6.21804,-999,0.09122,0.2658
IMPAER,CABA1,1,07/13/2022,43.8325,-70.0644,26.75,ME,0.10731,0.52002,0.26651,2.73485,8.32265,4.21131,4.50348,3.81917,0.07342,0.11705
IMPAER,CABA1,1,07/16/2022,43.8325,-70.0644,26.75,ME,0.28532,0.48382,0.5058,3.38386,11.9946,5.53656,6.86576,5.12888,0.21654,0.25354
IMPAER,CABA1,1,07/19/2022,43.8325,-70.0644,26.75,ME,0.14318,1.00866,0.23466,4.07144,9.79989,6.83504,3.81521,5.98468,0.26908,0.25767
IMPAER,CABA1,1,07/22/2022,43.8325,-70.0644,26.75,ME,0.20943,0.95512,0.36511,4.26283,11.56,7.14534,5.37714,6.18281,0.13088,0.25945
IMPAER,CABA1,1,07/25/2022,43.8325,-70.0644,26.75,ME,0.27456,1.0724,0.17361,3.07861,9.91467,6.13371,4.39588,5.51879,0.57771,0.34189
IMPAER,CABA1,1,07/28/2022,43.8325,-70.0644,26.75,ME,0.36515,1.44249,0.32504,3.44216,10.7099,6.04192,4.38465,6.32527,0.49106,0.25939
IMPAER,CABA1,1,07/31/2022,43.8325,-70.0644,26.75,ME,0.09915,0.39013,0.1705,2.09975,6.43402,3.27364,3.46602,2.968,0.12636,0.08211
IMPAER,CABA1,1,06/02/2023,43.8325,-70.0644,26.75,ME,0.54444,1.28371,0.22124,4.76892,14.9217,10.37473,6.91509,8.00656,0.69194,0.49631
IMPAER,CABA1,1,06/05/2023,43.8325,-70.0644,26.75,ME,0.00375,0.0947,0.01543,0.40959,2.24064,0.67607,1.68316,0.55748,0.00977,0.02422
IMPAER,CABA1,1,06/08/2023,43.8325,-70.0644,26.75,ME,0.06126,0.1474,0.04214,0.78073,5.27034,1.33575,4.16226,1.10808,0.02124,0.0553
IMPAER,CABA1,1,06/11/2023,43.8325,-70.0644,26.75,ME,0.12609,0.68966,0.41167,3.09235,8.99045,4.98551,4.47393,4.51652,0.11549,0.08127
IMPAER,CABA1,1,06/14/2023,43.8325,-70.0644,26.75,ME,0.29511,0.92797,0.34339,3.01723,6.69604,5.61189,1.99017,4.70587,0.05324,0.06892
IMPAER,CABA1,1,06/17/2023,43.8325,-70.0644,26.75,ME,0.28865,0.7547,0.18281,2.28519,5.80754,4.50778,2.19391,3.61363,0.03339,0.06889
IMPAER,CABA1,1,06/20/2023,43.8325,-70.0644,26.75,ME,0.08842,0.14321,0.08078,0.95888,3.72735,1.76095,2.24581,1.48154,0.18144,0.02882
IMPAER,CABA1,1,06/23/2023,43.8325,-70.0644,26.75,ME,0.12052,0.42389,0.11491,1.05575,4.4666,1.95997,2.59989,1.86671,0.09571,0.05593
IMPAER,CABA1,1,06/26/2023,43.8325,-70.0644,26.75,ME,0.19741,0.88822,0.07696,1.1632,3.58422,2.96874,1.14285,2.44137,0.07351,0.04207
IMPAER,CABA1,1,06/29/2023,43.8325,-70.0644,26.75,ME,0.7233,2.12358,0.28865,3.942,9.85808,8.50805,2.44229,7.41579,0.19368,0.14458
IMPAER,CABA1,1,07/02/2023,43.8325,-70.0644,26.75,ME,0.33875,1.56505,0.63563,9.21866,14.0285,15.24438,2.03901,11.9895,0.13061,0.1008
IMPAER,CABA1,1,07/05/2023,43.8325,-70.0644,26.75,ME,0.23377,1.01886,0.33787,4.56239,10.5977,7.4823,4.14669,6.45098,0.12548,0.17261
IMPAER,CABA1,1,07/08/2023,43.8325,-70.0644,26.75,ME,0.07245,0.96415,0.10268,0.82228,3.07013,2.47074,1.02258,2.04755,0.04196,0.04404
IMPAER,CABA1,1,07/11/2023,43.8325,-70.0644,26.75,ME,0.08803,0.22191,0.18002,2.41983,6.52827,3.03639,3.51704,3.01123,0.05969,0.04175
IMPAER,CABA1,1,07/14/2023,43.8325,-70.0644,26.75,ME,0.43686,1.01427,0.2836,2.65779,8.36993,4.62138,3.469,4.90093,0.37256,0.13584
IMPAER,CABA1,1,07/17/2023,43.8325,-70.0644,26.75,ME,0.3676,0.86841,0.30601,5.5262,11.6837,8.70608,4.274,7.40967,0.18896,0.15249
IMPAER,CABA1,1,07/20/2023,43.8325,-70.0644,26.75,ME,0.07283,0.52328,0.16024,3.70463,10.2779,4.45982,5.53708,4.74078,0.0416,0.23819
IMPAER,CABA1,1,07/23/2023,43.8325,-70.0644,26.75,ME,0.0916,0.41976,0.3508,3.78869,8.88611,5.82125,4.0666,4.81951,0.09549,0.07315
IMPAER,CABA1,1,07/26/2023,43.8325,-70.0644,26.75,ME,0.2447,1.32605,0.53062,7.26946,15.0386,11.10292,5.37286,9.66571,0.07358,0.2213
IMPAER,CABA1,1,07/29/2023,43.8325,-70.0644,26.75,ME,0.07748,0.9292,0.37166,5.38335,10.357,7.91533,3.40574,6.95127,0.05405,0.13553
IMPAER,CACO1,1,06/02/2012,41.9758,-70.0242,49,MA,0.38042,1.35231,0.0274,0.88236,11.5861,6.1619,5.6974,5.88875,3.0357,0.21056
IMPAER,CACO1,1,06/05/2012,41.9758,-70.0242,49,MA,0.1975,0.84342,0.023,0.82152,11.3223,4.7466,6.7619,4.56041,2.57292,0.10205
IMPAER,CACO1,1,06/08/2012,41.9758,-70.0242,49,MA,0.42583,1.77774,0.2481,1.5273,6.02344,5.1972,1.7507,4.27274,0.11394,0.17984
IMPAER,CACO1,1,06/11/2012,41.9758,-70.0242,49,MA,0.21943,0.88907,0.0993,1.13724,4.3086,2.9126,1.697,2.6116,0.13878,0.12777
IMPAER,CACO1,1,06/14/2012,41.9758,-70.0242,49,MA,0.15428,0.69878,0.0449,1.40472,7.67539,3.4865,4.7994,2.87599,0.49158,0.08173
IMPAER,CACO1,1,06/17/2012,41.9758,-70.0242,49,MA,0.25245,1.36441,0.0039,0.29106,11.3878,4.9553,6.89,4.49778,2.46978,0.11618
IMPAER,CACO1,1,06/20/2012,41.9758,-70.0242,49,MA,0.65197,5.2855,0.4338,3.6036,17.155,13.0277,6.6709,10.4841,0.14274,0.36645
IMPAER,CACO1,1,06/23/2012,41.9758,-70.0242,49,MA,0.30096,3.52055,0.3303,3.61476,10.792,10.5987,2.3895,8.40246,0.40032,0.23557
IMPAER,CACO1,1,06/26/2012,41.9758,-70.0242,49,MA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,CACO1,1,06/29/2012,41.9758,-70.0242,49,MA,1.07006,5.60794,0.4822,6.16518,22.3628,16.0898,8.5119,13.8509,0.13716,0.38832
IMPAER,CACO1,1,07/02/2012,41.9758,-70.0242,49,MA,0.18318,1.63556,0.2482,3.69234,9.22821,6.4779,3.179,6.04921,0.12312,0.16681
IMPAER,CACO1,1,07/05/2012,41.9758,-70.0242,49,MA,0.47846,2.7346,0.2529,3.77658,10.1827,8.7508,2.6965,7.48623,0.09594,0.14775
IMPAER,CACO1,1,07/08/2012,41.9758,-70.0242,49,MA,0.17621,0.93555,0.3357,5.23242,10.1626,7.9518,3.1112,7.05136,0.13824,0.23323
IMPAER,CACO1,1,07/11/2012,41.9758,-70.0242,49,MA,0.20189,0.75377,0.1287,1.93446,7.45466,3.9682,4.0738,3.38086,0.20538,0.15666
IMPAER,CACO1,1,07/14/2012,41.9758,-70.0242,49,MA,0.22988,2.46579,0.3477,2.50776,9.3281,7.3832,3.4276,5.9005,0.1332,0.21617
IMPAER,CACO1,1,07/17/2012,41.9758,-70.0242,49,MA,0.28574,4.37869,0.4521,3.51684,12.9856,11.4795,4.0295,8.95614,0.10818,0.2146
IMPAER,CACO1,1,07/20/2012,41.9758,-70.0242,49,MA,0.10694,0.37441,0.094,1.74798,7.00542,2.7862,4.3834,2.62202,0.21024,0.08845
IMPAER,CACO1,1,07/23/2012,41.9758,-70.0242,49,MA,0.35759,1.25593,0.0879,1.0611,6.69516,3.5055,3.6896,3.00556,0.19404,0.04901
IMPAER,CACO1,1,07/26/2012,41.9758,-70.0242,49,MA,0.24729,1.38751,0.142,2.04786,8.58573,4.604,4.0912,4.49453,0.21582,0.45404
IMPAER,CACO1,1,07/29/2012,41.9758,-70.0242,49,MA,0.30599,4.88221,0.2187,1.7388,10.3961,8.502,2.8656,7.53055,0.06372,0.32113
IMPAER,CACO1,1,06/03/2013,41.9758,-70.0242,49,MA,0.26793,0.97818,0.0278,0.99342,7.0648,3.6586,3.5045,3.5603,1.20006,0.09291
IMPAER,CACO1,1,06/06/2013,41.9758,-70.0242,49,MA,0.17092,0.6644,0.0805,0.87462,9.37188,2.597,7.2852,2.08668,0.14598,0.15026
IMPAER,CACO1,1,06/09/2013,41.9758,-70.0242,49,MA,0.25116,0.90599,0.1803,1.80072,8.73958,3.9918,5.3805,3.35908,0.1413,0.07961
IMPAER,CACO1,1,06/12/2013,41.9758,-70.0242,49,MA,0.16022,0.19016,0.0363,0.84312,7.53892,1.766,5.9807,1.55822,0.30816,0.02026
IMPAER,CACO1,1,06/15/2013,41.9758,-70.0242,49,MA,0.20317,0.70799,0.2536,2.99736,10.6606,5.2996,6.0403,4.6203,0.1935,0.26467
IMPAER,CACO1,1,06/18/2013,41.9758,-70.0242,49,MA,0.5756,1.62745,0.1579,2.2095,10.0412,5.4267,5.0254,5.0158,0.31068,0.13467
IMPAER,CACO1,1,06/21/2013,41.9758,-70.0242,49,MA,0.32056,1.08116,0.1807,3.69396,15.3374,6.9181,9.7018,5.63559,0.17244,0.18676
IMPAER,CACO1,1,06/24/2013,41.9758,-70.0242,49,MA,0.49394,3.1174,0.1525,2.31714,15.3609,10,6.1328,9.22813,0.36054,2.78661
IMPAER,CACO1,1,06/27/2013,41.9758,-70.0242,49,MA,0.15802,3.46528,0.1899,1.74528,8.74217,7.4449,2.9254,5.81677,0.11862,0.13967
IMPAER,CACO1,1,06/30/2013,41.9758,-70.0242,49,MA,1.07805,2.65471,0.0356,1.36926,13.6733,9.0225,5.7841,7.88916,2.18628,0.56525
IMPAER,CACO1,1,07/03/2013,41.9758,-70.0242,49,MA,0.661,1.73484,0.0093,0.55818,13.9664,8.7331,6.6237,7.34273,1.1034,3.27602
IMPAER,CACO1,1,07/06/2013,41.9758,-70.0242,49,MA,0.76678,3.26961,0.3265,3.61836,14.3904,10.7102,5.4109,8.97948,0.14184,0.85639
IMPAER,CACO1,1,07/09/2013,41.9758,-70.0242,49,MA,0.13442,3.41179,0.2343,3.06648,9.33166,9.6802,2.327,7.00466,0.09054,0.06713
IMPAER,CACO1,1,07/12/2013,41.9758,-70.0242,49,MA,0.38236,2.12149,0.1995,2.69406,12.2295,7.1921,6.3838,5.84575,0.33246,0.11588
IMPAER,CACO1,1,07/15/2013,41.9758,-70.0242,49,MA,0.29296,1.96982,0.2622,4.02642,12.6502,9.2554,5.3062,7.34403,0.08208,0.71055
IMPAER,CACO1,1,07/18/2013,41.9758,-70.0242,49,MA,0.25349,2.71741,0.3049,4.08384,13.3238,10.6874,5.6467,7.67711,0.08352,0.23395
IMPAER,CACO1,1,07/21/2013,41.9758,-70.0242,49,MA,0.28083,2.14899,0.1782,2.50614,12.5615,7.4811,6.8825,5.67904,0.39654,0.16834
IMPAER,CACO1,1,07/24/2013,41.9758,-70.0242,49,MA,0.33875,3.8621,0.3453,2.96604,12.6716,9.153,4.8949,7.77674,0.08064,0.1839
IMPAER,CACO1,1,07/27/2013,41.9758,-70.0242,49,MA,0.50839,2.05631,0.3617,3.01428,11.4098,7.1235,5.2281,6.18172,0.07614,0.1649
IMPAER,CACO1,1,07/30/2013,41.9758,-70.0242,49,MA,0.2669,2.09454,0.2442,2.54574,9.86117,5.8844,4.4151,5.44607,0.14544,0.14925
IMPAER,CACO1,1,06/01/2014,41.9758,-70.0242,49,MA,0.55831,1.56118,0.1031,1.71576,23.2306,6.085,17.9655,5.26505,1.0431,0.28361
IMPAER,CACO1,1,06/04/2014,41.9758,-70.0242,49,MA,0.07456,0.35709,0.0142,0.30906,5.51879,1.6092,4.3117,1.20709,0.40464,0.04754
IMPAER,CACO1,1,06/07/2014,41.9758,-70.0242,49,MA,0.11507,0.4961,0.1499,1.81782,10.2729,3.2629,7.4989,2.77397,0.08748,0.1076
IMPAER,CACO1,1,06/10/2014,41.9758,-70.0242,49,MA,0.39397,1.48486,0.1304,1.32408,10.5729,4.9167,6.6772,3.89571,0.4158,0.1466
IMPAER,CACO1,1,06/13/2014,41.9758,-70.0242,49,MA,0.15274,0.76986,0.05,1.49166,14.4289,4.8224,9.6659,4.76297,2.1321,0.16661
IMPAER,CACO1,1,06/16/2014,41.9758,-70.0242,49,MA,0.07985,0.49541,0.0596,1.52532,8.42936,2.8838,5.9657,2.46366,0.13608,0.16739
IMPAER,CACO1,1,06/19/2014,41.9758,-70.0242,49,MA,0.15802,0.7843,0.1774,2.18412,23.4636,4.6153,19.9073,3.55628,0.08136,0.17107
IMPAER,CACO1,1,06/22/2014,41.9758,-70.0242,49,MA,0.08501,0.60582,0.1048,1.32588,6.39949,3.1041,4.0318,2.36769,0.08964,0.15653
IMPAER,CACO1,1,06/25/2014,41.9758,-70.0242,49,MA,0.36726,1.38256,0.0476,0.82602,12.0906,4.0203,8.7868,3.30377,0.52038,0.15995
IMPAER,CACO1,1,06/28/2014,41.9758,-70.0242,49,MA,0.11984,0.34705,0.122,1.87704,10.8528,3.2975,8.0194,2.83341,0.2232,0.14427
IMPAER,CACO1,1,07/01/2014,41.9758,-70.0242,49,MA,0.55999,1.53079,0.0435,1.1439,14.6478,5.1547,10.7439,3.90388,0.48636,0.13934
IMPAER,CACO1,1,07/04/2014,41.9758,-70.0242,49,MA,0.65493,2.00406,0.0102,0.82368,27.1624,13.936,16.2439,10.9185,2.66004,4.76559
IMPAER,CACO1,1,07/07/2014,41.9758,-70.0242,49,MA,1.1788,2.56823,0.1311,2.73024,24.239,11.9341,15.7593,8.47971,1.6425,0.22884
IMPAER,CACO1,1,07/10/2014,41.9758,-70.0242,49,MA,0.3154,2.48916,0.2699,2.69082,12.0822,8.7932,5.8751,6.2071,0.22212,0.2197
IMPAER,CACO1,1,07/13/2014,41.9758,-70.0242,49,MA,0.30186,0.95851,0.1007,1.7343,9.49837,5.0571,5.8939,3.60447,0.3888,0.1203
IMPAER,CACO1,1,07/16/2014,41.9758,-70.0242,49,MA,0.35256,1.22251,0.0169,0.85392,15.8049,6.5683,10.2554,5.54952,2.86596,0.23767
IMPAER,CACO1,1,07/19/2014,41.9758,-70.0242,49,MA,0.16512,1.17329,0.1568,1.99836,10.5132,4.7771,6.8011,3.71206,0.14058,0.07791
IMPAER,CACO1,1,07/22/2014,41.9758,-70.0242,49,MA,0.30483,1.67214,0.2795,2.29176,9.96402,6.5021,5.1478,4.81622,0.1116,0.15639
IMPAER,CACO1,1,07/25/2014,41.9758,-70.0242,49,MA,0.23414,0.64941,0.1561,2.45106,8.42001,4.9747,4.5943,3.82571,0.14328,0.19172
IMPAER,CACO1,1,07/28/2014,41.9758,-70.0242,49,MA,0.8643,3.11465,0.145,2.73312,14.9509,10.5234,6.956,7.99493,0.93132,0.20655
IMPAER,CACO1,1,07/31/2014,41.9758,-70.0242,49,MA,0.20511,1.15624,0.2391,2.45844,7.76353,4.3908,3.5182,4.24533,0.06822,0.11822
IMPAER,CACO1,1,06/02/2015,41.9758,-70.0242,49,MA,0.08849,0.28531,0,0.38718,6.97378,2.5566,4.7162,2.25758,1.44072,0.05588
IMPAER,CACO1,1,06/05/2015,41.9758,-70.0242,49,MA,0.1241,0.46434,0.0161,0.62298,5.18388,1.8603,3.7738,1.41008,0.15768,0.02489
IMPAER,CACO1,1,06/08/2015,41.9758,-70.0242,49,MA,0.22794,0.59551,0.0195,1.12716,10.4034,3.2964,7.4861,2.91735,0.79956,0.14767
IMPAER,CACO1,1,06/11/2015,41.9758,-70.0242,49,MA,1.01175,3.52082,0.3791,6.54354,19.7222,14.8915,7.7456,11.9766,0.1368,0.38458
IMPAER,CACO1,1,06/14/2015,41.9758,-70.0242,49,MA,0.18124,0.52154,0.2247,3.54726,10.2612,4.9649,5.4718,4.78942,0.14616,0.16852
IMPAER,CACO1,1,06/17/2015,41.9758,-70.0242,49,MA,0.19337,0.5302,0.0682,1.4787,8.93115,3.6113,5.852,3.07915,0.64494,0.16374
IMPAER,CACO1,1,06/20/2015,41.9758,-70.0242,49,MA,0.2531,0.75323,0.1268,1.94832,6.42977,4.0509,3.1117,3.31807,0.12618,0.11044
IMPAER,CACO1,1,06/23/2015,41.9758,-70.0242,49,MA,0.66861,3.07423,0.1878,2.08206,13.2517,7.9249,6.2916,6.96005,0.45486,0.4925
IMPAER,CACO1,1,06/26/2015,41.9758,-70.0242,49,MA,0.38971,0.77784,0.1909,3.0897,12.9787,5.4836,7.9413,5.03739,0.46818,0.12106
IMPAER,CACO1,1,06/29/2015,41.9758,-70.0242,49,MA,0.3554,0.62054,0.0801,1.46376,7.86615,3.1249,4.8333,3.03285,0.46674,0.04631
IMPAER,CACO1,1,07/02/2015,41.9758,-70.0242,49,MA,0.29038,1.74075,0.2416,3.62574,11.2439,7.6114,5.0682,6.17568,0.1575,0.11971
IMPAER,CACO1,1,07/05/2015,41.9758,-70.0242,49,MA,0.75826,2.33558,0.4036,4.87368,12.5227,9.9509,3.7602,8.76249,0.12474,0.26663
IMPAER,CACO1,1,07/08/2015,41.9758,-70.0242,49,MA,0.81167,3.91971,0.395,5.44356,-999,14.0036,-999,11.7998,0.13698,1.09287
IMPAER,CACO1,1,07/11/2015,41.9758,-70.0242,49,MA,0.16048,1.01062,0.4298,5.4675,12.7654,9.0723,5.3628,7.40259,0.13464,0.19955
IMPAER,CACO1,1,07/14/2015,41.9758,-70.0242,49,MA,0.22253,1.17535,0.2158,3.42756,11.5859,7.3203,6.0188,5.56708,0.26172,0.26412
IMPAER,CACO1,1,07/17/2015,41.9758,-70.0242,49,MA,0.20343,0.53831,0.1913,1.96056,9.03297,3.9884,5.8847,3.14827,0.08298,0.17168
IMPAER,CACO1,1,07/20/2015,41.9758,-70.0242,49,MA,0.48014,3.96798,0.3632,3.90024,14.8353,12.286,5.614,9.22129,0.0351,0.47464
IMPAER,CACO1,1,07/23/2015,41.9758,-70.0242,49,MA,0.13287,0.76574,0.2169,2.34522,8.26153,4.5567,4.5204,3.74113,0.11232,0.16808
IMPAER,CACO1,1,07/26/2015,41.9758,-70.0242,49,MA,0.15622,1.07566,0.149,1.70028,6.47755,4.6132,3.17,3.30755,0.15102,0.07537
IMPAER,CACO1,1,07/29/2015,41.9758,-70.0242,49,MA,0.27038,2.2374,0.3016,4.6035,12.3342,10.0251,4.5984,7.73579,0.04446,0.27844
IMPAER,CACO1,1,06/02/2016,41.9758,-70.0242,49,MA,0.39166,1.0223,0.00954,0.96023,12.6501,6.69298,7.821,4.82906,2.3425,0.10284
IMPAER,CACO1,1,06/05/2016,41.9758,-70.0242,49,MA,0.54082,0.97481,0.1215,1.29317,4.92802,3.29864,1.57921,3.34881,0.36313,0.05537
IMPAER,CACO1,1,06/08/2016,41.9758,-70.0242,49,MA,0.21441,1.07407,0.09212,1.97633,11.9216,3.98478,8.01637,3.90523,0.36517,0.18313
IMPAER,CACO1,1,06/11/2016,41.9758,-70.0242,49,MA,0.51975,0.80282,0.1894,2.16572,10.8346,4.60349,6.48683,4.3478,0.45716,0.21294
IMPAER,CACO1,1,06/14/2016,41.9758,-70.0242,49,MA,0.08736,0.30037,0.09713,0.94648,6.29611,1.82924,4.46591,1.8302,0.25519,0.14368
IMPAER,CACO1,1,06/17/2016,41.9758,-70.0242,49,MA,0.17784,0.42713,0.08402,1.81082,9.83996,3.58191,7.05951,2.78045,0.08179,0.19885
IMPAER,CACO1,1,06/20/2016,41.9758,-70.0242,49,MA,0.3716,0.55165,0.02945,0.88288,10.2546,2.66744,7.55014,2.7045,0.7483,0.12062
IMPAER,CACO1,1,06/23/2016,41.9758,-70.0242,49,MA,0.39708,1.38428,0.27077,3.43613,17.7404,6.67632,11.8473,5.89314,0.15845,0.24643
IMPAER,CACO1,1,06/26/2016,41.9758,-70.0242,49,MA,0.0924,0.22312,0.15208,1.95746,8.85502,2.94934,6.11592,2.7391,0.1255,0.18854
IMPAER,CACO1,1,06/29/2016,41.9758,-70.0242,49,MA,0.62343,1.53109,0.04259,1.58375,10.4139,4.61093,6.04278,4.37116,0.42169,0.16861
IMPAER,CACO1,1,07/02/2016,41.9758,-70.0242,49,MA,0.25321,0.71092,0.05414,1.31551,8.60811,4.31168,5.48742,3.12069,0.70929,0.07761
IMPAER,CACO1,1,07/05/2016,41.9758,-70.0242,49,MA,0.20866,0.83042,0.06507,1.39624,5.53292,3.31892,2.7728,2.76012,0.22781,0.03192
IMPAER,CACO1,1,07/08/2016,41.9758,-70.0242,49,MA,0.21206,0.79749,0.01731,0.81016,8.99887,3.33043,6.13421,2.86466,0.97096,0.05669
IMPAER,CACO1,1,07/11/2016,41.9758,-70.0242,49,MA,0.0662,0.25362,0.07774,0.75607,3.62311,1.5729,2.21788,1.40523,0.24295,0.00865
IMPAER,CACO1,1,07/14/2016,41.9758,-70.0242,49,MA,0.38802,1.25781,-0.00191,0.65077,12.2649,4.715,8.63695,3.62799,1.04632,0.28698
IMPAER,CACO1,1,07/17/2016,41.9758,-70.0242,49,MA,0.41316,3.54762,0.25471,3.73763,13.0957,12.51821,4.51019,8.58553,0.05917,0.57324
IMPAER,CACO1,1,07/20/2016,41.9758,-70.0242,49,MA,0.11322,0.21935,0.11053,1.59991,8.77205,2.60286,6.48212,2.28993,0.12287,0.12405
IMPAER,CACO1,1,07/23/2016,41.9758,-70.0242,49,MA,0.59359,2.16927,0.11307,4.21513,16.8049,9.84945,8.40517,8.39975,1.01633,0.29235
IMPAER,CACO1,1,07/26/2016,41.9758,-70.0242,49,MA,0.28537,1.3203,0.18346,2.81772,12.9914,5.88556,7.99118,5.00024,0.13957,0.25382
IMPAER,CACO1,1,07/29/2016,41.9758,-70.0242,49,MA,0.29068,3.30686,0.17932,2.21539,14.1722,8.38146,7.99704,6.17511,0.05697,0.1259
IMPAER,CACO1,1,06/03/2017,41.9758,-70.0242,49,MA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,CACO1,1,06/06/2017,41.9758,-70.0242,49,MA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,CACO1,1,06/09/2017,41.9758,-70.0242,49,MA,0.55523,0.61732,0.06391,1.33688,-999,-999,-999,-999,1.00775,-999
IMPAER,CACO1,1,06/12/2017,41.9758,-70.0242,49,MA,0.60798,2.71776,0.48051,6.05009,22.3413,12.22614,11.87,10.4713,0.12224,0.49269
IMPAER,CACO1,1,06/15/2017,41.9758,-70.0242,49,MA,0.08421,0.1902,0.05879,1.16784,7.40634,2.08928,5.64314,1.7632,0.08912,0.17304
IMPAER,CACO1,1,06/18/2017,41.9758,-70.0242,49,MA,0.25599,1.74702,0.0677,1.09609,7.86224,4.39637,3.70295,4.15929,0.56619,0.4263
IMPAER,CACO1,1,06/21/2017,41.9758,-70.0242,49,MA,0.94793,2.25035,0.24437,3.78272,20.0613,7.97035,12.3691,7.69227,0.27043,0.19647
IMPAER,CACO1,1,06/24/2017,41.9758,-70.0242,49,MA,0.78615,2.08029,0.04364,2.9873,18.0605,8.88047,9.13275,8.92779,1.72375,1.30666
IMPAER,CACO1,1,06/27/2017,41.9758,-70.0242,49,MA,0.40321,1.44843,0.13985,1.87511,11.4672,4.60883,7.32829,4.13893,0.09027,0.18206
IMPAER,CACO1,1,06/30/2017,41.9758,-70.0242,49,MA,0.93155,2.17304,0.14656,2.70418,19.7795,7.78724,12.1991,7.58039,1.40562,0.21945
IMPAER,CACO1,1,07/03/2017,41.9758,-70.0242,49,MA,0.3922,1.95619,0.29461,3.49583,13.1424,7.29637,6.66753,6.47488,0.09193,0.24412
