Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ALf_Val,ammNO3f_Val,ammSO4f_Val,ASf_Val,BRf_Val,CAf_Val,EC1f_Val,EC2f_Val,EC3f_Val,ECf_Val,OC1f_Val,OC2f_Val,OC3f_Val,OC4f_Val,OMCf_Val,OPf_Val,OPTf_Val,OCf_Val,TCf_Val,CHLf_Val,CLf_Val,CRf_Val,CUf_Val,fAbs_Val,RefF_405_Val,RefF_445_Val,RefF_532_Val,RefF_635_Val,RefF_780_Val,RefF_808_Val,RefF_980_Val,TransF_405_Val,TransF_445_Val,TransF_532_Val,TransF_635_Val,TransF_780_Val,TransF_808_Val,TransF_980_Val,FlowRate_Val,RefI_405_Val,RefI_445_Val,RefI_532_Val,RefI_635_Val,RefI_780_Val,RefI_808_Val,RefI_980_Val,TransI_405_Val,TransI_445_Val,TransI_532_Val,TransI_635_Val,TransI_780_Val,TransI_808_Val,TransI_980_Val,FEf_Val,PBf_Val,MGf_Val,MNf_Val,MT_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,RefM_405_Val,RefM_445_Val,RefM_532_Val,RefM_635_Val,RefM_780_Val,RefM_808_Val,RefM_980_Val,TransM_405_Val,TransM_445_Val,TransM_532_Val,TransM_635_Val,TransM_780_Val,TransM_808_Val,TransM_980_Val,NIf_Val,NO3f_Val,N2f_Val,OP405TR_Val,OP445TR_Val,OP532TR_Val,OP780TR_Val,OP808TR_Val,OP980TR_Val,OP405TT_Val,OP445TT_Val,OP532TT_Val,OP780TT_Val,OP808TT_Val,OP980TT_Val,Pf_Val,Kf_Val,RBf_Val,SampDur_Val,SeaSaltf_Val,SEf_Val,SIf_Val,NAf_Val,SOILf_Val,SRf_Val,SO4f_Val,Sf_Val,TIf_Val,Vf_Val,ZNf_Val,ZRf_Val
IMPAER,ACAD1,1,07/31/2018,44.3771,-68.261,157.3333,ME,0.00897,0.07527,0.55136,0.0005,0.0018,0.00591,0.52381,0.08656,0,0.24513,0.20307,0.45787,0.60201,0.25592,3.3914,0.36524,0.48084,1.88411,2.12924,0.00904,0.00094,0.00008,0.00051,2.34,167.34,860.87,341.53,577.48,540.79,516.98,757.44,97.6,159.22,178.46,327.2,230,211.2,70.33,21.63,128.93,789.9,287.22,498.08,466.74,453.95,699.97,52.9,94.39,119.11,238.7,177.15,163,56.18,0.01193,0.00059,0.00555,-0.00013,8.6859,6.94109,6.11478,2.57112,4.36997,98.66,736.47,233.34,412.87,397,392.95,635.73,2.15,5.35,8.83,24.26,31.35,31.71,16.85,0.00004,0.05835,0,0.39713,0.3786,0.37511,0.33813,0.33222,0.30009,0.54351,0.5306,0.50549,0.45155,0.44739,0.41859,0,0.01937,0.00026,1418,0.01627,0.0002,0.01241,0.00103,0.09054,0.00004,0.40099,0.17458,0.00072,0.00007,0.00172,0.00003
IMPAER,ACAD1,1,08/03/2018,44.3771,-68.261,157.3333,ME,-999,-999,-999,-999,-999,-999,0.59346,0.05067,0,0.25624,0.17418,0.37472,0.47014,0.25835,2.9975,0.38789,0.49097,1.66528,1.92152,-999,-999,-999,-999,-999,165.88,854.76,341.51,565.35,544.56,515.32,766.95,92.58,152.12,172.62,313.59,224.92,203.52,67.2,-489.2975,118.64,762.63,269.92,471.69,440.45,431.56,660.52,42.72,77.42,99.37,202.49,153.53,141,48.12,-999,-999,-999,-999,10.69436,-999,-999,-999,-999,91.29,716.63,216.88,380.02,366.77,364.39,598.14,1.69,3.86,5.52,11.42,16.47,17.2,9.98,-999,-999,-999,0.38103,0.34185,0.38567,0.34185,0.35282,0.288,0.529,0.52204,0.50859,0.46775,0.46279,0.43856,-999,-999,-999,220.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,ACAD1,1,08/06/2018,44.3771,-68.261,157.3333,ME,-999,-999,-999,-999,-999,-999,0.68005,0.03801,0,0.2659,0.33011,0.60625,0.74748,0.37581,4.52126,0.45216,0.61143,2.51181,2.77771,-999,-999,-999,-999,-999,69.95,789.7,807.92,366.19,159.31,964.97,1130.84,47.4,569.6,642.99,241.22,120.31,554.88,179.2,-489.2975,47.73,606.21,585.68,294.6,124.7,785.92,932.33,17.8,250.2,327.26,145.47,76.98,356.47,120.33,-999,-999,-999,-999,13.94185,-999,-999,-999,-999,37.28,477.69,448.15,242.12,101.06,670.74,770.82,0,0.62,2.7,2.45,3.02,17.17,11.64,-999,-999,-999,0.41105,0.46627,0.4152,0.32756,0.37284,0.36811,0.64334,0.6383,0.62624,0.58183,0.57856,0.54907,-999,-999,-999,220.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,ACAD1,1,08/09/2018,44.3771,-68.261,157.3333,ME,0.01401,0.17597,1.51876,0,0.00141,0.00624,0.58359,0.04966,0,0.26913,0.02872,0.34139,0.34501,0.18022,2.26703,0.36412,0.49474,1.25946,1.52858,0.02125,0.00108,0.00008,0.00066,2.99,112.22,637.86,235.79,355.51,426.95,395.84,793.42,49.03,92.17,91.96,141.56,118.52,106.05,32.57,21.4475,84.35,583.71,188.17,294.86,364.56,347.26,745.83,20.47,44.36,51.57,90.32,83.85,74.73,24.01,0.01266,0.00064,0.00435,0.00001,8.03122,6.75994,5.6574,2.37382,4.38612,66.05,537.01,157.72,235.84,310.34,298.13,695.12,1.62,3.65,4.79,8.09,13.33,13.62,7.07,0.00005,0.13641,0,0.37679,0.40049,0.35566,0.35033,0.35566,0.31367,0.5326,0.52834,0.51292,0.47055,0.46327,0.43264,0.00279,0.0226,0.00001,1440,0.03825,0.00026,0.01703,0.02223,0.11698,0.00021,1.10455,0.43042,0.00152,0.00002,0.00296,-0.00001
IMPAER,ACAD1,1,08/12/2018,44.3771,-68.261,157.3333,ME,0.00674,0.04644,0.26747,0.00021,0.00084,0.00282,0.25911,0.08077,0,0.16275,0.01628,0.20842,0.40891,0.15853,1.74469,0.17713,0.27081,0.96927,1.13202,0.00366,0.00025,0.00003,0.00057,1.18,68.03,189.36,104.33,286.4,260.91,379.16,262.6,56.46,114.03,80.31,200.95,166.23,195.58,29.74,21.5225,59.6,177.17,96.59,264.72,248.35,366.55,258.09,35.9,80.57,63.19,171.28,146.59,173.56,26.85,0.00521,0.00016,0.00293,0.00039,4.79463,4.39434,2.68344,2.11119,2.28315,49.82,150.59,80.87,232.21,216.22,328.12,237.8,2.66,9.55,10.82,46.35,56.85,69.28,13.29,0.00007,0.036,0,0.21755,0.21638,0.21755,0.17897,0.19354,0.17021,0.29187,0.28939,0.2854,0.24565,0.24375,0.22726,0.00053,0.01422,-0.00019,1440,0.00659,0.0001,0.00876,0.00282,0.05522,0.00016,0.19452,0.08419,0.00071,0.00014,0.00108,0.00037
IMPAER,ACAD1,1,08/15/2018,44.3771,-68.261,157.3333,ME,0.00791,0.09951,1.4372,0,0.00105,0.00349,0.40079,0.04104,0,0.1844,0.00119,0.19623,0.29833,0.15387,1.63269,0.25743,0.34263,0.90705,1.09144,0.02069,0.00097,0.00012,0.00055,2.34,448.06,616.73,631.47,168.18,302.21,449.5,463.07,170.27,489.3,548.41,122.12,167.05,300.48,63.25,21.515,406.28,485.88,518.76,145.6,273.85,381.59,414.46,88.86,277.63,353.4,85.7,128.06,224.67,49.75,0.00823,0.00043,0.00314,0.00042,5.96905,4.95946,4.46224,1.50681,3.45265,378.76,407.58,438,127.01,246.13,333.73,379.09,2.29,13.09,28.72,11.39,28.95,55.37,18.7,0.00015,0.07714,0,0.27567,0.24746,0.22786,0.23289,0.20345,0.19609,0.37983,0.37055,0.35931,0.32363,0.31519,0.29561,0.00079,0.01575,-0.00009,1440,0.03724,0.0001,0.00694,0.01467,0.06161,0.00014,1.04524,0.39596,0.00068,0.00011,0.00296,0.00034
IMPAER,ACAD1,1,08/18/2018,44.3771,-68.261,157.3333,ME,0.01218,0.14094,1.24651,0,0.00115,0.00353,0.43113,0.09931,0,0.22,-0.00951,0.3027,0.3853,0.20795,2.15438,0.31044,0.43786,1.19688,1.41689,0.02846,0.00079,0.00008,0.0009,2.37,118.02,358.58,323.17,222.28,239.15,338.91,404.43,51.87,126.94,146.26,149.56,91.2,204.45,64.45,21.41,92.98,323.05,284.78,194.98,237.9,287.55,368.41,26.79,72.79,94.81,111.01,71.33,155.73,52.85,0.00959,0.00055,0.0023,0.00039,6.96635,5.54753,5.33589,1.63046,3.91707,75.6,284.14,252.12,165.12,204.18,251.49,320.62,0,0.81,3.48,9.56,11.08,28.28,14.74,0,0.10926,0.00721,0.3135,0.34289,0.24296,0.42319,0.25602,0.28022,0.47298,0.47013,0.45778,0.40422,0.39317,0.3749,0.00207,0.02235,0.00006,1440,0.05123,0.00025,0.01869,0.0194,0.104,0.00018,0.90655,0.35678,0.00088,0.00013,0.0025,-0.00065
IMPAER,ACAD1,1,08/21/2018,44.3771,-68.261,157.3333,ME,0.00762,0.2121,0.70927,0,0.00286,0.01038,0.19442,0.02057,0,0.11212,0.01182,0.19433,0.30062,0.18801,1.43577,0.10287,0.17867,0.79765,0.90976,0.19259,0.02466,0.00003,0.0002,1.22,65.84,612.81,401.23,364.58,432.99,429.01,431.65,30.45,159.85,170.29,149.86,131.37,123.81,17.99,21.6725,57.03,559.07,352.2,330.47,394.98,393.84,409.59,22.18,124.19,137.37,130.6,119.48,111.51,16.39,0.00352,0.00021,0.03512,-0.0001,7.06896,5.70944,4.23477,2.83419,2.87525,44.49,483.55,289.93,283.84,345.86,341.39,380.37,2.22,16.2,26.68,36.09,44.93,43.52,8.42,0.00001,0.16442,0,0.14237,0.13551,0.12484,0.07576,0.11369,0.08438,0.1916,0.18792,0.18377,0.18064,0.18139,0.16757,0.00035,0.02218,0.00009,1410,0.34666,0.00008,0.00673,0.19945,0.05933,0.00035,0.51583,0.21343,0.00019,0.00016,0.00101,0.00055
IMPAER,ACAD1,1,08/24/2018,44.3771,-68.261,157.3333,ME,0.0163,0.08839,0.5329,0.00039,0.00128,0.026,0.44878,0.06706,0,0.2013,0.14454,0.51552,0.81511,0.32544,3.80727,0.31454,0.40138,2.11515,2.31645,0.01083,0.00135,0.00011,0.00068,3.01,67.62,301.11,120.4,203.73,205.11,298.94,501.98,103.51,183.59,191.41,315.74,247.26,212.56,66.06,21.5675,49.38,267.62,100.2,167.91,177.25,270.15,485.7,45.79,92.83,120.11,212.87,178.69,152.74,48.13,0.01732,0.00096,0.00728,0.00057,10.35546,8.97784,6.24147,4.11399,4.86385,34.79,236.57,70.36,118.62,132.7,229.19,436.5,2.57,6.27,10.55,24.28,34.4,32.53,15.65,0.00002,0.06852,0.00365,0.28573,0.2895,0.31454,0.28573,0.28573,0.3033,0.436,0.43022,0.4216,0.37587,0.36896,0.34249,0.00078,0.03185,0.00016,1440,0.01949,0.00019,0.03691,0.01222,0.21451,0.00009,0.38756,0.16832,0.00126,0.0001,0.00293,-0.00056
IMPAER,ACAD1,1,08/27/2018,44.3771,-68.261,157.3333,ME,0.01024,0.15179,1.1355,0.00004,0.00182,0.00667,0.74136,0.06275,0,0.35878,0.09918,0.45481,0.63859,0.29266,3.47503,0.44533,0.6096,1.93057,2.28935,0.03753,0.00159,0.00009,0.0008,3.6,85.79,261.21,260.7,361.21,151.44,303.54,287.21,66.94,178.85,181.35,230.73,68.5,138.32,26.14,21.5425,61.16,191.64,198.49,288.81,127.78,255.88,245.56,27.82,85.85,99.38,142.47,46.67,94.42,18.72,0.01096,0.00234,0.00573,0.00032,9.44693,8.14986,6.58338,2.86355,5.28631,45.54,146.17,152.25,225.14,100.54,204.18,204.3,0.13,1.2,2.47,6.52,4.18,9.14,3.02,0.00011,0.11767,0.00409,0.47152,0.46301,0.46301,0.45716,0.44533,0.41386,0.65631,0.64829,0.63578,0.58518,0.58084,0.55886,0.00079,0.04118,0.00047,1440,0.06755,0.00014,0.01392,0.04164,0.09765,0.00015,0.82582,0.31602,0.00158,0.00023,0.00347,0.00047
IMPAER,ACAD1,1,08/30/2018,44.3771,-68.261,157.3333,ME,0.0133,0.06471,0.99813,0,0.00081,0.00613,0.37856,0.07779,0,0.17484,0.01403,0.2369,0.27923,0.13186,1.69835,0.28151,0.35175,0.94353,1.11837,0.05016,0.00067,0.00001,0.00014,1.8,127.28,413.05,370.37,547.71,221.97,605.73,437.73,97.07,250.96,248.16,377.45,106.77,284.35,49.05,21.57,101,376.53,325.07,497.5,207.42,559.66,420.76,58,178.67,186.88,303.34,91.55,238.2,43.71,0.00899,0.00096,0.00433,0.00058,6.13512,5.56159,3.70793,2.42719,3.1344,79.73,267.7,266.69,406.9,171.53,473.87,367.71,1.05,7.32,14.76,42.23,19.38,56.73,14.29,0.00001,0.05016,0,0.28151,0.37303,0.27986,0.28488,0.25946,0.32016,0.39044,0.39536,0.37322,0.34014,0.32653,0.3347,0.00165,0.02081,-0.0001,1440,0.09029,-0.00001,0.0184,0.03569,0.10809,0.00013,0.72591,0.28904,0.00065,0.00009,0.00141,-0.00041
IMPAER,ACAD1,1,06/02/2019,44.3771,-68.261,157.3333,ME,0.00293,0.08052,0.26044,0,0.00039,0.00276,0.09997,0.02491,0,0.04382,-0.00764,0.05606,0.15474,0.09067,0.6748,0.08106,0.10003,0.37489,0.41872,0.05318,0.0034,0.00011,0.00008,0.81,208.49,354.47,264.11,438.33,809.54,492.09,707.4,120.62,129.53,171.51,194.1,324.16,162.97,71.57,20.815,195.06,337.98,249.84,428.26,785.97,482.68,670.8,97.53,109.17,151.91,179.7,302.6,152.84,66.03,0.00425,-0.00004,0.00967,0.00015,2.46955,2.45943,1.20411,1.26544,1.19399,167.76,304.69,215.98,393.42,735.33,451.52,644.16,29.45,39.81,70.17,100.74,203.31,103.87,50.27,0.00002,0.06242,0.02329,0.08482,0.09421,0.08584,0.06586,0.07374,0.03821,0.1085,0.10271,0.10292,0.0899,0.08725,0.07888,0.00014,0.00757,-0.00012,1440,0.09572,0.00003,0.00683,0.04913,0.03868,-0.00008,0.18941,0.06937,0.00023,0,0.00088,-0.0002
IMPAER,ACAD1,1,06/05/2019,44.3771,-68.261,157.3333,ME,0.02584,0.2641,0.67251,0,0.00109,0.01425,0.7261,0.04085,0,0.62405,0.04669,0.16012,0.30164,0.18818,1.51115,0.1429,0.24805,0.83953,1.46357,0.08091,0.00183,0.00015,0.00048,8.18,150.51,371.05,169.55,438.31,208.91,235.7,376.15,157.27,373.69,297.88,241.55,364.75,181.66,136.75,20.7925,109.11,285.67,98.6,379.63,126.14,209.77,236.39,8.77,26.73,30.05,35.58,72.24,38.21,35.02,0.03369,0.00101,0.01914,0.00094,10.68374,10.3843,3.83231,6.85143,3.53284,106.51,282.74,95.66,375.86,120.99,204.78,233.71,0.26,4.93,7.83,12.48,34.64,18.33,20.91,0.00011,0.20473,0.00587,0.04635,0,0,0.04635,0.22392,0,0.3198,0.29877,0.27556,0.21301,0.21512,0.18941,0.00118,0.02148,0.00003,1440,0.14564,0.00035,0.06009,0.08298,0.31538,0.00017,0.4891,0.18899,0.00214,0,0.00267,-0.00059
IMPAER,ACAD1,1,06/08/2019,44.3771,-68.261,157.3333,ME,0.02343,0.04475,0.36961,0,0.00095,0.00981,0.1482,0.06359,0,0.0656,0.00168,0.11042,0.22361,0.09836,1.04447,0.14619,0.18709,0.58026,0.64586,0.01273,0.0006,-0.00001,0.00022,0.52,195.59,305.89,290.75,526.79,239.25,366.66,295.44,110.42,267.02,311.14,464.59,116.6,253.39,43.97,21.0175,179.77,276.95,270.38,503.87,231.17,350.2,281.21,83.86,216.86,273.62,432.12,108.89,239.6,40.01,0.01401,-0.00032,0.00329,0.00033,7.4857,7.21323,2.04145,5.44425,1.76898,165.41,234.58,229.99,438.65,212.68,318.23,262.45,14.21,47.9,82.25,175.52,58.45,131,26.85,0.00004,0.03469,-0.00094,0.12721,0.14261,0.13524,0.13253,0.12092,0.10119,0.1904,0.18869,0.18685,0.17708,0.18171,0.14164,0.00103,0.0159,-0.00007,1440,0.02291,-0.0001,0.04728,-0.00382,0.22163,0.00015,0.26881,0.10509,0.00127,0,0.00098,0.00036
IMPAER,ACAD1,1,06/11/2019,44.3771,-68.261,157.3333,ME,0.00917,0.10891,0.37345,0,0.00099,0.0085,0.05873,0.0177,0,0.01465,-0.01752,0.07979,0.20258,0.12893,0.82001,0.06178,0.07242,0.45556,0.47021,0.25348,0.11724,0.00003,0.00009,0.51,107.93,274.69,299.81,370.83,462.43,278.78,375.53,93.35,253.81,229.91,341.84,323.3,183.33,47.37,20.73,102.34,262.65,283.7,368.68,455.6,272.07,361.67,82.46,230.8,212.63,335.87,312.23,175.59,43.36,0.00436,-0.00009,0.01199,0.00007,6.27683,6.51743,1.59787,4.67896,1.83847,84.75,217.47,248.29,322.77,416.36,250.67,336.94,29.3,93.89,104.89,190.26,212.06,122.63,33.48,0.00004,0.08443,-0.00097,0.05614,0.05836,0.03624,0.04839,0.038,0.05058,0.059,0.06024,0.05866,0.07109,0.05506,0.05302,0.0013,0.01437,-0.00011,1424,0.45626,0.00011,0.00805,0.11946,0.06519,0.00005,0.2716,0.0925,0.00029,0.00007,0.00053,0.00036
IMPAER,ACAD1,1,06/14/2019,44.3771,-68.261,157.3333,ME,0.00297,0.31947,0.66384,0,0.00061,0.00493,0.1537,0.0267,0,0.08979,0.00403,0.09669,0.19384,0.12214,0.91316,0.09061,0.12773,0.50731,0.5971,0.08504,0.00637,0.00004,0.00032,1.3,159.24,470.47,523.48,437.07,315.26,458.91,364.52,125.04,332.82,415.24,344.31,96.83,49.41,174.52,20.6975,133.45,412.02,490.46,401.47,307.54,435.39,341.76,85.43,246.01,342.22,293.55,83.87,43.64,151.71,0.00605,0.00006,0.00432,0.00004,7.67544,7.87829,1.97755,5.69789,2.1804,111.31,346.8,417.05,354.52,286.82,410.59,317.26,17.03,58.82,109.67,122.8,45.64,28.85,83.08,0.00002,0.24765,0.00569,0.09513,0.10439,0.13586,0.09214,0.06532,0.08139,0.13848,0.13894,0.13864,0.11291,0.10045,0.12168,0.00143,0.01068,-0.00011,1440,0.15307,0.00016,0.00439,0.06177,0.04107,0.00005,0.48279,0.18009,0.00048,0.0001,0.00161,-0.00051
IMPAER,ACAD1,1,06/17/2019,44.3771,-68.261,157.3333,ME,0.00719,0.1177,0.42505,0,0.00098,0.00359,0.24407,0.0768,0,0.10428,0.08508,0.21641,0.33783,0.11851,1.75396,0.21659,0.25616,0.97442,1.07871,0.0222,0.00154,0.00004,0.00029,1.56,141.52,407.52,347.49,330.96,428.51,665.24,341.7,90.63,212.94,162.89,182.85,74.71,257.63,31.24,21.0175,121.17,367.93,318.79,311.53,417.99,625.75,339.24,57.56,153,128.11,152.55,64.03,221.42,26.9,0.00865,0.00067,0.00254,0.00063,15.05028,14.7685,2.80585,12.2444,2.52403,100.26,311.39,284.52,265.39,393.83,550.77,308.83,3.89,17.51,22.01,40.01,24.4,89.19,13.99,0.00007,0.09124,0.09172,0.2204,0.23228,0.21188,0.18812,0.19852,0.18924,0.28548,0.28297,0.27499,0.22605,0.22228,0.20166,0.00019,0.01664,-0.00007,1440,0.03996,0.00015,0.01507,0.02641,0.08308,0.00015,0.30913,0.13019,0.00152,0.00011,0.00202,0.00006
IMPAER,ACAD1,1,06/20/2019,44.3771,-68.261,157.3333,ME,-0.00031,0.01246,0.1161,0,0.00015,0.00052,0.06018,0.03822,0,0.04517,0.0122,0.07009,0.07997,0.04743,0.47326,0.05323,0.04999,0.26292,0.30808,0.02102,0.00037,0,0.00012,0.61,128.05,356.86,605.29,522.37,477.13,483.88,557.52,83.31,218.59,315.27,292.63,238.98,154.12,44.38,20.7,121.06,341.75,567.23,538.26,469.39,481.77,552.3,68.89,184.12,274.65,274.06,218.98,141.19,40.08,0.00101,0.00006,-0.00042,-0.00012,2.26121,2.39083,0.55975,1.70146,0.68937,107.6,310.34,539.66,514.48,449.43,464.9,527.81,38.64,118.45,196.81,219.7,194.06,124.89,37.01,0.00003,0.00966,-0.00095,0.06123,0.05768,0.03075,0.04903,0.09436,0.10853,0.06981,0.06185,0.0586,0.03909,0.03924,0.02665,0,0.0017,-0.00001,1440,0.03784,0.00002,0.00058,0.00092,0.00454,-0.00011,0.08444,0.03039,0.00025,0.00005,0.00041,-0.00026
IMPAER,ACAD1,1,06/23/2019,44.3771,-68.261,157.3333,ME,0.01457,0.03019,0.46372,0.00004,0.00128,0.0085,0.39973,0.1254,0,0.23355,0.10702,0.40115,0.59255,0.24776,2.95211,0.29158,0.43207,1.64006,1.87361,0.0269,0.00113,0.00004,0.00026,1.47,180.46,226.18,346.81,450.83,515.85,442.05,309.41,117.84,120.58,324.06,172.66,299.47,191.36,45.43,20.89,155.89,205.05,296.34,418.2,464.27,406.38,285.12,64.75,76.84,236.5,140.37,255.73,163.52,39.66,0.01035,0.00057,0.00876,0.00049,10.39105,9.69872,4.56996,5.82109,3.87763,125.35,174.4,214.23,378.12,381.37,353.57,231.08,0,1.18,14.82,13.54,48.36,30.71,10.62,0.00001,0.0234,-0.00093,0.34285,0.33608,0.32259,0.2581,0.23747,0.27199,0.44867,0.44544,0.43965,0.38729,0.38024,0.33854,0.0021,0.03086,0.0001,1440,0.04842,0.00009,0.03084,0.0189,0.14965,0.00012,0.33725,0.13161,0.00098,0,0.00199,0.00085
IMPAER,ACAD1,1,06/26/2019,44.3771,-68.261,157.3333,ME,0.00216,0.09337,0.264,0,0.00124,0.00604,0.06859,0.02574,0,0.01032,-0.0063,0.09601,0.19906,0.07777,0.81099,0.08401,0.08766,0.45055,0.46088,0.23343,0.0723,0.00007,-0.00004,0.35,118.27,279.88,295.98,512.28,159.35,313.57,279.85,84.18,200.55,225.01,347.97,81.84,190.57,32.2,20.8675,114.26,273.01,285.14,512.33,156.13,304.41,270.58,76.21,184.99,212.59,337.6,79.44,184.77,31.16,0.00249,-0.00014,0.01591,0.00002,4.38862,4.41045,1.60596,2.78266,1.62779,98.77,238.03,251.71,468.76,143.99,277.97,258.56,22.55,66.18,91.76,184.77,52.14,122.49,23.83,-0.00001,0.07238,-0.00094,0.07402,0.08001,0.06521,0.07553,0.05707,0.04051,0.08453,0.08348,0.08622,0.09079,0.08757,0.09469,0.00001,0.0092,-0.00017,1439,0.42017,0.00009,0.00313,0.15996,0.02894,-0.00005,0.192,0.06986,0.00027,0.0001,0.00008,-0.00046
IMPAER,ACAD1,1,06/29/2019,44.3771,-68.261,157.3333,ME,0.01492,0.20724,1.03542,0,0.0019,0.01559,0.53067,0.08029,0,0.26115,0.26842,0.44836,0.54864,0.23344,3.32761,0.34981,0.48352,1.84867,2.10981,0.0571,0.00215,0.00007,0.00043,2.26,82.02,139.27,254.55,507.71,334.22,346.74,829.84,73.35,97.52,252.71,350.69,310.52,300.52,92.53,20.9125,61.31,122.64,213.89,470.92,291.1,300.82,755.07,31.98,50.4,160.8,255.59,240.35,233.06,74.03,0.01681,0.00059,0.00983,0.00046,14.05462,13.0215,6.14937,7.90525,5.11627,49.84,109.69,179.51,425.55,248.8,260.44,725.27,0,0,5.15,17.37,31,31.91,17.43,0.00003,0.16065,0.00167,0.3472,0.36544,0.34346,0.29619,0.30094,0.16808,0.50915,0.50465,0.50241,0.45345,0.44876,0.41473,0.00076,0.02591,-0.00001,1440,0.10278,0.00035,0.03248,0.05897,0.18208,0.00028,0.75303,0.29693,0.00118,0.00001,0.00258,-0.00077
IMPAER,ACAD1,1,07/02/2019,44.3771,-68.261,157.3333,ME,0.00395,0.12986,0.47109,0.00004,0.00083,0.00492,0.30326,0.04453,0,0.12597,0.12666,0.39686,0.5224,0.22043,2.67871,0.22182,0.29093,1.48817,1.61414,0.05681,0.00104,0.00001,0.00045,1.02,54,433,138.84,440.81,211.23,355.36,331.27,40.81,278.32,54.64,289.34,121.46,42.61,148.64,20.905,52.01,379.03,137.26,416.77,197.05,338.3,316.41,30.94,204.47,46.1,254.55,109.92,38.75,135.88,0.00577,0.00029,-0.00092,0.00029,11.30425,11.1259,3.73421,7.57004,3.55588,37.66,292.57,122.57,349.26,171.06,297.57,273.43,1.09,13.86,4.52,43.48,29.04,15.65,38.82,0.00002,0.10067,0,0.26321,0.23357,0.24679,0.17713,0.18372,0.21743,0.30862,0.29895,0.30158,0.27819,0.26022,0.28418,0.00281,0.01841,0.00002,1420,0.10226,0.00021,0.00658,0.06178,0.04799,0.00008,0.34261,0.14324,0.00048,0.00002,0.0017,-0.00036
IMPAER,ACAD1,1,07/05/2019,44.3771,-68.261,157.3333,ME,0.04047,0.25446,1.01223,0,0.00188,0.01504,0.51116,0.02519,0,0.28207,0.32079,1.03143,0.99114,0.6175,5.78725,0.25428,0.38723,3.21514,3.49721,0.02982,0.00253,0.00049,0.0083,3.59,125.65,350.39,598.91,519.58,472.53,480.67,556.28,84.89,220.82,325.7,300.75,245.74,159.27,46.59,21.27,90.21,262.54,452.45,451.67,391.04,430.14,487.58,28.99,90.11,165.52,180.67,158.03,103.71,31.66,0.02691,0.00084,0.03625,0.00094,18.12845,16.4877,9.33763,8.79082,7.69686,71.29,210.68,383.63,376.92,318.27,374.66,413.39,0.74,2.17,3.65,4.68,8.03,6.94,3.89,0.00003,0.19726,0.00296,0.2138,0.22131,0.11429,0.23248,0.27813,0.26481,0.39807,0.39728,0.3982,0.36345,0.36124,0.34409,0.00014,0.25865,0.00001,1440,0.05368,0.00014,0.04855,0.03325,0.30717,0.00666,0.73617,0.3027,0.00392,0.00028,0.0036,0.00125
IMPAER,ACAD1,1,07/08/2019,44.3771,-68.261,157.3333,ME,0.01272,0.04209,0.27968,0,0.00067,0.00681,0.26486,0.08418,0,0.18263,0.10421,0.28132,0.43322,0.18517,2.10659,0.16641,0.30702,1.17033,1.35295,0.01459,0.00084,-0.00002,0.00039,0.71,245.64,138.01,379.99,442.33,561.49,594.3,372.46,127.29,105.46,424.23,329.52,472.49,395.51,46.43,21.0775,221.47,128.39,342.81,425.1,536.43,574.31,354.42,88.08,81.2,346.17,295.46,429.94,359.35,41.87,0.0113,-0.00031,0.0035,0.00033,6.36372,6.12522,3.00862,3.3551,2.77012,198.44,108.9,279.6,389.83,465.24,516.49,325.75,5.66,7.78,55.93,72.24,156.6,135.55,20.42,0.00001,0.03263,0.00256,0.1843,0.24669,0.22191,0.21094,0.20289,0.18217,0.31867,0.3165,0.31365,0.29021,0.28701,0.24006,0.00118,0.01489,-0.00005,1440,0.02626,-0.00005,0.02581,0.0238,0.13287,0.00003,0.2034,0.09272,0.00112,0,0.00092,-0.00021
IMPAER,ACAD1,1,07/11/2019,44.3771,-68.261,157.3333,ME,0.01451,0.14051,0.33905,0,0.00136,0.00715,0.19417,0.0232,0,0.11499,0.06875,0.31514,0.43231,0.16634,1.95286,0.10238,0.18086,1.08492,1.19991,0.09859,0.00183,0.00009,0.00021,0.65,76.39,142.21,243.66,511.96,321,328.08,779.11,72.1,95.69,259.17,353.59,302.37,300.07,92.98,21.07,65.35,134.33,227.52,501.87,305.43,312.34,755.55,47.97,71.96,219.35,321.59,278.3,274.96,86.68,0.01166,-0.00022,0.00467,0.00015,8.25053,7.30756,3.80885,4.44168,2.86588,53.46,121.39,195.8,467.59,268.44,277.06,733.11,2.97,6.4,30.01,68.15,88.77,90.83,39.63,0,0.10892,0,0.12546,0.13903,0.1346,0.11797,0.10852,0.04631,0.1801,0.18065,0.18121,0.17709,0.17684,0.1616,0.00069,0.01504,-0.00003,1440,0.17746,0.00013,0.02703,0.09031,0.14102,-0.00005,0.24658,0.12334,0.00099,0.00007,0.00108,0.00036
