Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammSO4f_Val,ECf_Val,OMCf_Val,OCf_Val,TCf_Val,FEf_Val,PBf_Val,MT_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,NO3f_Val,N2f_Val,Kf_Val,SeaSaltf_Val,SOILf_Val,SO4f_Val
IMPAER,ACAD1,1,06/01/2002,44.3771,-68.261,157.3333,ME,0.65326,2.14253,0.2526,3.17916,1.7662,-999,0.02184,0.00105,11.0964,10.0553,7.4879,3.6085,6.44683,0.5064,0,0.04474,-0.10044,0.31973,1.5582
IMPAER,ACAD1,1,06/04/2002,44.3771,-68.261,157.3333,ME,0.11288,0.60555,0.0863,0.5706,0.317,-999,0.01012,0.0005,3.5491,3.25746,1.8829,1.6662,1.59126,0.0875,0,0.01189,0.06354,0.1524,0.4404
IMPAER,ACAD1,1,06/07/2002,44.3771,-68.261,157.3333,ME,0.0992,0.7051,0.1098,1.01214,0.5623,-999,0.00826,0.00074,4.5804,4.27657,2.4232,2.1572,2.11937,0.0769,0,0.01915,0.00774,0.18539,0.5128
IMPAER,ACAD1,1,06/10/2002,44.3771,-68.261,157.3333,ME,0.06282,0.3366,0.0989,0.94536,0.5252,-999,0.01015,0.00027,3.7478,3.65113,1.7213,2.0265,1.62463,0.0487,0,0.01112,0.04446,0.13649,0.2448
IMPAER,ACAD1,1,06/13/2002,44.3771,-68.261,157.3333,ME,0.20008,1.4619,0.1933,1.09512,0.6084,-999,0.00589,0.00088,5.1345,4.34287,3.5474,1.5871,2.75577,0.1551,0,0.01283,-0.2268,0.03217,1.0632
IMPAER,ACAD1,1,06/16/2002,44.3771,-68.261,157.3333,ME,0.10591,0.42419,0.0393,0.3069,0.1705,-999,0.00085,0.00042,2.3024,1.9951,1.1775,1.1249,0.8702,0.0821,0,0.00553,-0.018,0.0119,0.3085
IMPAER,ACAD1,1,06/19/2002,44.3771,-68.261,157.3333,ME,0.16254,2.37641,0.1997,1.9125,1.0625,-999,0.00486,0.00104,6.5403,5.82601,4.8374,1.7029,4.12311,0.126,0,0.01834,-0.55818,0.03014,1.7283
IMPAER,ACAD1,1,06/22/2002,44.3771,-68.261,157.3333,ME,0.54838,6.97098,0.468,5.45886,3.0327,-999,0.03586,0.0018,17.2683,16.0136,14.3956,2.8727,13.1409,0.4251,0.0214,0.04254,-0.74196,0.43663,5.0698
IMPAER,ACAD1,1,06/25/2002,44.3771,-68.261,157.3333,ME,0.13081,0.47864,0.1103,1.91664,1.0648,-999,0.00962,0.00049,4.7406,4.22104,3.1323,1.6083,2.61274,0.1014,0,0.01544,-0.1638,0.14016,0.3481
IMPAER,ACAD1,1,06/28/2002,44.3771,-68.261,157.3333,ME,0.43176,4.67679,0.4003,3.73086,2.0727,-999,0.02322,0.00147,11.562,9.86258,10.582,0.98,8.88258,0.3347,0.0212,0.04186,-0.71514,0.35801,3.4013
IMPAER,ACAD1,1,07/01/2002,44.3771,-68.261,157.3333,ME,0.62965,6.70821,0.454,5.04864,2.8048,-999,0.01785,0.00222,15.873,13.7823,14.43,1.443,12.3393,0.4881,0.0206,0.04642,-0.68994,0.18876,4.8787
IMPAER,ACAD1,1,07/04/2002,44.3771,-68.261,157.3333,ME,0.49446,11.2644,0.4886,7.01334,3.8963,-999,0.17097,0.00512,29.6418,27.014,24.0801,5.5617,21.4523,0.3833,0.0178,0.25595,-0.7371,2.92864,8.1923
IMPAER,ACAD1,1,07/07/2002,44.3771,-68.261,157.3333,ME,0.09997,0.41869,0.1001,2.00322,1.1129,-999,0.00407,0.00086,3.8213,3.66687,2.7658,1.0555,2.61137,0.0775,0,0.02095,-0.0333,0.02268,0.3045
IMPAER,ACAD1,1,07/10/2002,44.3771,-68.261,157.3333,ME,0.25297,2.02634,0.5593,17.4116,9.6731,-999,0.016,0.00141,26.1155,25.5119,20.7724,5.3431,20.1688,0.1961,0,0.11659,-0.31842,0.23706,1.4737
IMPAER,ACAD1,1,07/13/2002,44.3771,-68.261,157.3333,ME,0.69944,2.92889,0.4813,5.89914,3.2773,-999,0.03916,0.00196,14.1828,13.1468,11.0383,3.1445,10.0023,0.5422,0,0.05264,-0.40608,0.39957,2.1301
IMPAER,ACAD1,1,07/16/2002,44.3771,-68.261,157.3333,ME,0.24613,1.35053,0.1826,1.44252,0.8014,-999,0.00457,0.00031,3.2359,2.8932,3.5117,-0.2758,3.169,0.1908,0,0.015,-0.0828,0.03003,0.9822
IMPAER,ACAD1,1,07/19/2002,44.3771,-68.261,157.3333,ME,0.15596,1.54413,0.2093,1.67004,0.9278,-999,0.01103,0.00041,-999,-999,4.0157,-999,3.55146,0.1209,0,0.02528,-0.243,0.21503,1.123
IMPAER,ACAD1,1,07/22/2002,44.3771,-68.261,157.3333,ME,0.80986,3.21791,0.2447,3.54888,1.9716,-999,0.00972,0.00054,-999,-999,8.022,-999,7.73021,0.6278,0,0.04138,-0.1692,0.07805,2.3403
IMPAER,ACAD1,1,07/25/2002,44.3771,-68.261,157.3333,ME,0.11391,0.25245,0.0868,0.95364,0.5298,-999,0.00976,0.00046,-999,-999,1.9587,-999,1.55934,0.0883,0,0.01809,-0.0711,0.22364,0.1836
IMPAER,ACAD1,1,07/28/2002,44.3771,-68.261,157.3333,ME,0.37165,8.88016,0.1984,0.93618,0.5201,-999,0.0126,0.00089,-999,-999,11.9867,-999,9.69561,0.2881,0,0.01858,-0.77364,0.08286,6.4583
IMPAER,ACAD1,1,07/31/2002,44.3771,-68.261,157.3333,ME,0.1072,1.03249,0.2608,3.66804,2.0378,-999,0.01389,0.00066,-999,-999,5.0886,-999,4.93965,0.0831,0.0164,0.02198,-0.31374,0.18486,0.7509
IMPAER,ACAD1,1,08/03/2002,44.3771,-68.261,157.3333,ME,0.27567,4.69727,0.2065,1.92348,1.0686,-999,0.009,0.00029,9.604,8.3193,8.226,1.378,6.9413,0.2137,0,0.01431,-0.5562,0.39457,3.4162
IMPAER,ACAD1,1,08/06/2002,44.3771,-68.261,157.3333,ME,0.09107,1.14868,0.1601,1.22994,0.6833,-999,0.01028,0.00055,4.9645,4.27284,3.2506,1.7139,2.55894,0.0706,0,0.01406,-0.29412,0.22327,0.8354
IMPAER,ACAD1,1,08/09/2002,44.3771,-68.261,157.3333,ME,0.13055,0.36547,0.1714,1.6452,0.914,-999,0.02107,0.00044,5.2997,5.05254,2.8612,2.4385,2.61404,0.1012,0,0.01893,-0.1161,0.41752,0.2658
IMPAER,ACAD1,1,08/12/2002,44.3771,-68.261,157.3333,ME,0.44982,11.1504,0.5501,4.00986,2.2277,-999,0.0316,0.00176,19.2982,17.794,17.7068,1.5914,16.2026,0.3487,0.0221,0.03119,-0.69246,0.73481,8.1094
IMPAER,ACAD1,1,08/15/2002,44.3771,-68.261,157.3333,ME,0.85798,18.7363,0.5193,4.09248,2.2736,-999,0.2111,0.00159,31.7093,31.8876,27.5646,4.1447,27.7429,0.6651,0.0227,0.14245,-0.83916,4.37602,13.6264
IMPAER,ACAD1,1,08/18/2002,44.3771,-68.261,157.3333,ME,0.25994,8.5382,0.3228,2.53836,1.4102,-999,0.1242,0.00111,14.6888,15.3538,12.7365,1.9523,13.4015,0.2015,0.0151,0.07963,-0.54612,2.28837,6.2096
IMPAER,ACAD1,1,08/21/2002,44.3771,-68.261,157.3333,ME,0.08604,0.83242,0.1299,1.20096,0.6672,-999,0.01691,0.00072,4.7149,4.28303,2.7718,1.9431,2.33993,0.0667,0.0124,0.01543,-0.24552,0.33613,0.6054
IMPAER,ACAD1,1,08/24/2002,44.3771,-68.261,157.3333,ME,0.21853,0.96278,0.1547,1.73034,0.9613,-999,0.00601,0.00036,5.438,5.12714,3.3054,2.1326,2.99454,0.1694,0.0138,0.01498,-0.20052,0.12872,0.7002
IMPAER,ACAD1,1,08/27/2002,44.3771,-68.261,157.3333,ME,0.1966,1.45984,0.1739,1.58742,0.8819,-999,0.02006,0.00093,6.3121,5.59843,3.9756,2.3365,3.26193,0.1524,0.0286,0.01994,-0.42174,0.26592,1.0617
IMPAER,ACAD1,1,08/30/2002,44.3771,-68.261,157.3333,ME,0.1517,0.67251,0.154,1.50534,0.8363,-999,0.011,0.00064,3.8743,3.42031,2.8314,1.0429,2.37741,0.1176,0.0141,0.01286,-0.30258,0.19643,0.4891
IMPAER,ACAD1,1,06/02/2003,44.3771,-68.261,157.3333,ME,0.04554,0.85264,0.1677,1.90152,1.0564,-999,0.01019,0.00083,4.5804,5.22177,2.405,2.1754,3.04637,0.0353,0,0.0192,-0.08712,0.16609,0.6201
IMPAER,ACAD1,1,06/05/2003,44.3771,-68.261,157.3333,ME,0.22717,1.3981,0.2667,1.56654,0.8703,-999,0.006,0.00074,4.8277,4.29815,3.9683,0.8594,3.43875,0.1761,0.0168,0.01424,-0.11862,0.09886,1.0168
IMPAER,ACAD1,1,06/08/2003,44.3771,-68.261,157.3333,ME,0.1388,10.4708,0.3881,1.99566,1.1087,-999,0.01269,0.0033,14.5236,13.2866,13.7979,0.7257,12.5609,0.1076,0.0166,0.01998,-0.49302,0.06062,7.6151
IMPAER,ACAD1,1,06/11/2003,44.3771,-68.261,157.3333,ME,0.32082,3.487,0.252,1.87758,1.0431,-999,0.01551,0.0009,9.4193,8.95717,6.5272,2.8921,6.06507,0.2487,0.0229,0.0222,-0.1341,0.26177,2.536
IMPAER,ACAD1,1,06/14/2003,44.3771,-68.261,157.3333,ME,0.08256,0.979,0.1075,0.63792,0.3544,-999,0.00193,0,3.1937,2.76804,2.1645,1.0292,1.73884,0.064,0.0301,0.00467,-0.10368,0.03554,0.712
IMPAER,ACAD1,1,06/17/2003,44.3771,-68.261,157.3333,ME,0.42351,1.28755,0.1232,0.9612,0.534,-999,0.00609,0.00058,6.1798,5.98961,3.0262,3.1536,2.83601,0.3283,0.0199,0.01202,-0.09486,0.13542,0.9364
IMPAER,ACAD1,1,06/20/2003,44.3771,-68.261,157.3333,ME,0.06192,1.0703,0.1507,2.14866,1.1937,-999,0.01284,0.0011,6.0994,5.65727,3.769,2.3304,3.32687,0.048,0.0176,0.0179,-0.29286,0.18815,0.7784
IMPAER,ACAD1,1,06/23/2003,44.3771,-68.261,157.3333,ME,0.08514,1.23021,0.123,0.90738,0.5041,-999,0.00573,0,4.2479,3.42956,3.0699,1.178,2.25156,0.066,0.018,0.00624,-0.21888,0.12471,0.8947
IMPAER,ACAD1,1,06/26/2003,44.3771,-68.261,157.3333,ME,0.35049,16.5478,0.6797,8.25012,4.5834,-999,0.06077,0.003,34.0314,32.0381,28.3764,5.655,26.3831,0.2717,0.0197,0.07906,-0.81864,1.37353,12.0348
IMPAER,ACAD1,1,06/29/2003,44.3771,-68.261,157.3333,ME,0.2144,4.9093,0.4308,6.44526,3.5807,-999,0.02747,0.00133,17.4708,16.9367,12.7215,4.7493,12.1874,0.1662,0,0.04993,-0.24318,0.43077,3.5704
IMPAER,ACAD1,1,07/02/2003,44.3771,-68.261,157.3333,ME,0.11223,0.84095,0.1774,1.92528,1.0696,-999,0.01554,0.00046,5.848,5.19086,3.6063,2.2417,2.94916,0.087,0,0.01564,-0.27216,0.16546,0.6116
IMPAER,ACAD1,1,07/05/2003,44.3771,-68.261,157.3333,ME,0.29438,12.1337,0.5727,3.73932,2.0774,-999,0.03667,0.00475,20.614,19.1572,18.5085,2.1055,17.0517,0.2282,0.0173,0.13791,-0.74898,1.0606,8.8245
IMPAER,ACAD1,1,07/08/2003,44.3771,-68.261,157.3333,ME,0.20047,13.4416,0.4919,2.6181,1.4545,-999,0.01996,0.00156,21.164,17.215,20.1716,0.9924,16.2226,0.1554,0.0179,0.05658,-0.72504,0.19555,9.7757
IMPAER,ACAD1,1,07/11/2003,44.3771,-68.261,157.3333,ME,0.11649,0.90558,0.0941,0.68328,0.3796,-999,0.0064,0.00021,4.0478,3.47067,2.3946,1.6532,1.81747,0.0903,0,0.00912,-0.10188,0.11991,0.6586
IMPAER,ACAD1,1,07/14/2003,44.3771,-68.261,157.3333,ME,0.22059,3.57294,0.3636,3.4308,1.906,-999,0.0126,0.00116,9.604,9.19706,7.8125,1.7915,7.40556,0.171,0.0167,0.02974,-0.45162,0.26925,2.5985
IMPAER,ACAD1,1,07/17/2003,44.3771,-68.261,157.3333,ME,0.16938,2.57551,0.3056,1.06308,0.5906,-999,0.00523,0.00063,6.1809,5.87812,4.4812,1.6997,4.17842,0.1313,0,0.00679,0.0144,0.05045,1.8731
IMPAER,ACAD1,1,07/20/2003,44.3771,-68.261,157.3333,ME,0.15132,6.79635,0.4885,1.674,0.93,-999,0.0105,0.0009,12.015,9.73956,11.1833,0.8317,8.90786,0.1173,0,0.01506,-0.34722,0.14491,4.9428
IMPAER,ACAD1,1,07/23/2003,44.3771,-68.261,157.3333,ME,0.33269,4.6827,0.2267,1.0008,0.556,-999,0.02284,0.00037,9.2105,8.54453,7.3617,1.8488,6.69573,0.2579,0.0322,0.02093,0.08802,0.36482,3.4056
IMPAER,ACAD1,1,07/26/2003,44.3771,-68.261,157.3333,ME,0.30676,4.48649,0.5304,4.92102,2.7339,-999,0.02087,0.00154,14.0716,13.4026,11.2179,2.8537,10.5489,0.2378,0.0384,0.02346,0.01746,0.28675,3.2629
IMPAER,ACAD1,1,07/29/2003,44.3771,-68.261,157.3333,ME,0.1646,1.17989,0.2818,2.21652,1.2314,-999,0.00852,0.00068,5.8109,5.8548,4.2374,1.5735,4.2813,0.1276,0.0238,0.02616,0.3978,0.04069,0.8581
IMPAER,ACAD1,1,08/01/2003,44.3771,-68.261,157.3333,ME,0.05495,0.72023,0.2218,2.32668,1.2926,-999,0.00737,0.00029,6.5424,5.78201,4.1667,2.3757,3.40631,0.0426,0,0.01579,-0.01728,0.09993,0.5238
IMPAER,ACAD1,1,08/04/2003,44.3771,-68.261,157.3333,ME,0.15235,2.9051,0.1487,0.65124,0.3618,-999,0.04247,0.00019,7.3099,6.4848,4.8967,2.4132,4.0716,0.1181,0.0203,0.02283,-0.31266,0.52687,2.1128
IMPAER,ACAD1,1,08/07/2003,44.3771,-68.261,157.3333,ME,0.07301,1.22884,0.0532,0.48384,0.2688,-999,0.00473,0,3.1995,2.99132,2.0774,1.1221,1.86922,0.0566,0,0.00458,0.0054,0.02493,0.8937
IMPAER,ACAD1,1,08/10/2003,44.3771,-68.261,157.3333,ME,0.23401,1.67778,0.047,0.5508,0.306,-999,0.01417,0.00028,5.6424,5.52875,3.221,2.4214,3.10735,0.1814,0.0355,0.01963,0.4086,0.18917,1.2202
IMPAER,ACAD1,1,08/13/2003,44.3771,-68.261,157.3333,ME,0.17118,2.9656,0.4044,3.4704,1.928,-999,0.00898,0.00166,9.1623,8.15059,7.831,1.3313,6.81929,0.1327,0.0169,0.0142,-0.23256,0.04027,2.1568
IMPAER,ACAD1,1,08/16/2003,44.3771,-68.261,157.3333,ME,0.43937,6.30699,0.5822,5.64336,3.1352,-999,0.02944,0.00258,17.0884,15.3861,14.8168,2.2716,13.1145,0.3406,0.0214,0.04007,-0.27288,0.41541,4.5869
IMPAER,ACAD1,1,08/19/2003,44.3771,-68.261,157.3333,ME,0.19879,1.43193,0.2468,4.06224,2.2568,-999,0.01702,0.0008,9.3933,8.51999,6.9877,2.4056,6.11439,0.1541,0.0189,0.02776,-0.0135,0.18814,1.0414
IMPAER,ACAD1,1,08/22/2003,44.3771,-68.261,157.3333,ME,0.40738,24.2918,1.0566,8.0928,4.496,-999,0.05522,0.00272,37.6672,33.7823,37.6984,-0.0312,33.8135,0.3158,0.0238,0.04747,-0.8037,0.76854,17.6668
IMPAER,ACAD1,1,08/25/2003,44.3771,-68.261,157.3333,ME,0.12552,0.71761,0.1596,1.78722,0.9929,-999,0.01657,0.00102,4.8501,5.10787,2.886,1.9641,3.14377,0.0973,0.0183,0.02731,0.17028,0.18354,0.5219
IMPAER,ACAD1,1,08/28/2003,44.3771,-68.261,157.3333,ME,0.06914,0.75171,0.1543,1.63476,0.9082,-999,0.01018,0.0005,4.2398,4.3973,2.7482,1.4916,2.9057,0.0536,0.0325,0.01305,0.1404,0.15538,0.5467
IMPAER,ACAD1,1,08/31/2003,44.3771,-68.261,157.3333,ME,0.08295,0.42199,0.1426,1.116,0.62,-999,0.00957,0.00048,3.8215,3.61389,2.2941,1.5274,2.08649,0.0643,0.0409,0.01711,0.18108,0.14187,0.3069
IMPAER,ACAD1,1,06/02/2004,44.3771,-68.261,157.3333,ME,0.14848,0.65422,0.0277,0.54756,0.3042,-999,0.00228,0.00027,2.3562,2.35169,1.5571,0.7991,1.55259,0.1151,0,0.00717,0.15246,0.02216,0.4758
IMPAER,ACAD1,1,06/05/2004,44.3771,-68.261,157.3333,ME,0.0596,0.74511,0.0394,0.9279,0.5155,-999,0.01455,0.00069,3.2271,3.31857,2.0191,1.208,2.11057,0.0462,0,0.01685,0.04068,0.29788,0.5419
IMPAER,ACAD1,1,06/08/2004,44.3771,-68.261,157.3333,ME,0.27774,5.97671,0.3039,2.11878,1.1771,-999,0.02377,0.002,13.7589,13.4217,9.5353,4.2236,9.19814,0.2153,0.0176,0.0223,0.03708,0.48393,4.3467
IMPAER,ACAD1,1,06/11/2004,44.3771,-68.261,157.3333,ME,0.06785,0.55797,0.1014,0.7191,0.3995,-999,0.03135,0.00071,5.5147,5.62751,1.9136,3.6011,2.02641,0.0526,0,0.02208,0.0378,0.54228,0.4058
IMPAER,ACAD1,1,06/14/2004,44.3771,-68.261,157.3333,ME,0.53109,1.31766,0.0184,1.1502,0.639,-999,0.0161,0.00069,9.3811,9.54316,4.3403,5.0408,4.50236,0.4117,0,0.02829,1.3095,0.1755,0.9583
IMPAER,ACAD1,1,06/17/2004,44.3771,-68.261,157.3333,ME,0.11468,1.0901,0.1426,2.26548,1.2586,-999,0.02678,0.00176,8.0684,8.35108,3.7654,4.303,4.04808,0.0889,0.0154,0.02267,0.12186,0.31336,0.7928
IMPAER,ACAD1,1,06/20/2004,44.3771,-68.261,157.3333,ME,0.04012,0.35613,0.0527,0.87048,0.4836,-999,0.00851,0.00138,4.1829,4.41054,1.2825,2.9004,1.51014,0.0311,0,0.01311,0.0909,0.09981,0.259
IMPAER,ACAD1,1,06/23/2004,44.3771,-68.261,157.3333,ME,0.16615,6.28444,0.3488,2.61864,1.4548,-999,0.00808,0.00225,12.1324,11.789,9.8536,2.2788,9.51018,0.1288,0.0173,0.0242,0.04698,0.04517,4.5705
IMPAER,ACAD1,1,06/26/2004,44.3771,-68.261,157.3333,ME,0.11197,1.52158,0.1308,0.79596,0.4422,-999,0.00217,0.00112,3.3301,3.24821,2.7215,0.6086,2.63961,0.0868,0.0215,0.00654,0.0621,0.01721,1.1066
IMPAER,ACAD1,1,06/29/2004,44.3771,-68.261,157.3333,ME,0.11623,1.99966,0.2306,1.59246,0.8847,-999,0.01854,0.00129,6.0425,5.52927,4.781,1.2615,4.26777,0.0901,0.0167,0.02004,0.0675,0.26132,1.4543
IMPAER,ACAD1,1,07/02/2004,44.3771,-68.261,157.3333,ME,0.61236,9.57715,0.2803,1.93968,1.0776,-999,0.01838,0.00158,12.833,13.0121,12.9858,-0.1528,13.1649,0.4747,0.0163,0.03182,0.03456,0.72089,6.9652
IMPAER,ACAD1,1,07/05/2004,44.3771,-68.261,157.3333,ME,0.1677,2.59724,0.0927,1.08882,0.6049,-999,0.0044,0.00032,4.9428,4.72942,4.2783,0.6645,4.06492,0.13,0,0.02492,0.0837,0.03476,1.8889
IMPAER,ACAD1,1,07/08/2004,44.3771,-68.261,157.3333,ME,0.05392,1.05215,0.0531,0.83088,0.4616,-999,0.00301,0.00073,3.6566,3.58462,2.1622,1.4944,2.09022,0.0418,0,0.00531,0.02322,0.07695,0.7652
IMPAER,ACAD1,1,07/11/2004,44.3771,-68.261,157.3333,ME,0.06527,0.43752,0.083,3.58398,1.9911,-999,0.00384,0.00045,7.9538,7.96643,4.2975,3.6563,4.31013,0.0506,0,0.03473,0.04068,0.09967,0.3182
IMPAER,ACAD1,1,07/14/2004,44.3771,-68.261,157.3333,ME,0.12758,0.99055,0.1333,1.116,0.62,-999,0.00801,0.00029,4.0611,3.73853,2.9404,1.1207,2.61783,0.0989,0,0.01706,0.21204,0.03836,0.7204
IMPAER,ACAD1,1,07/17/2004,44.3771,-68.261,157.3333,ME,0.4675,4.0876,0.429,4.52232,2.5124,-999,0.01991,0.00262,10.8025,10.2701,10.4952,0.3073,9.96279,0.3624,0.0219,0.0378,0.05526,0.40111,2.9728
IMPAER,ACAD1,1,07/20/2004,44.3771,-68.261,157.3333,ME,0.12552,3.70301,0.2105,1.49382,0.8299,-999,0.00743,0.00133,6.4343,5.88914,6.1256,0.3087,5.58044,0.0973,0.0171,0.00958,0.01278,0.03481,2.6931
IMPAER,ACAD1,1,07/23/2004,44.3771,-68.261,157.3333,ME,0.1926,13.2863,0.2716,1.59444,0.8858,-999,0.01217,0.00163,18.219,15.246,18.3934,-0.1744,15.4204,0.1493,0.0225,0.02125,0.01098,0.06444,9.6628
IMPAER,ACAD1,1,07/26/2004,44.3771,-68.261,157.3333,ME,0.08333,0.57599,0.0576,2.85498,1.5861,-999,0.00434,0.0006,7.4755,7.21809,3.9993,3.4762,3.74189,0.0646,0.0183,0.02401,0.07398,0.09601,0.4189
IMPAER,ACAD1,1,07/29/2004,44.3771,-68.261,157.3333,ME,0.1606,4.25068,0.3253,2.3031,1.2795,-999,0.00774,0.00122,9.1503,8.57939,7.9985,1.1518,7.42759,0.1245,0.0153,0.01526,0.03726,0.35065,3.0914
IMPAER,ACAD1,1,08/01/2004,44.3771,-68.261,157.3333,ME,0.61301,5.34284,0.1989,1.51704,0.8428,-999,0.00945,0.00075,9.9265,10.3536,7.6326,2.2939,8.05968,0.4752,0.0148,0.02699,0.23112,0.15677,3.8857
IMPAER,ACAD1,1,08/04/2004,44.3771,-68.261,157.3333,ME,0.13545,3.19536,0.279,3.81852,2.1214,-999,0.01838,0.00107,9.8856,10.1255,7.4427,2.4429,7.68257,0.105,0.0171,0.02572,0.0549,0.19934,2.3239
IMPAER,ACAD1,1,08/07/2004,44.3771,-68.261,157.3333,ME,0.10643,0.94476,0.1402,2.94714,1.6373,-999,0.02194,0.00064,6.9444,6.97039,4.4306,2.5138,4.45659,0.0825,0.0152,0.03474,0.045,0.27306,0.6871
IMPAER,ACAD1,1,08/10/2004,44.3771,-68.261,157.3333,ME,0.19814,4.30788,0.3607,3.0042,1.669,-999,0.01867,0.00141,11.2603,10.1391,9.2475,2.0128,8.12633,0.1536,0.0282,0.02564,0.05472,0.2007,3.133
IMPAER,ACAD1,1,08/13/2004,44.3771,-68.261,157.3333,ME,0.13751,1.01448,0.022,0.72738,0.4041,-999,0.00316,0.00059,4.7386,4.80629,2.4383,2.3003,2.50599,0.1066,0,0.01422,0.55854,0.04608,0.7378
IMPAER,ACAD1,1,08/16/2004,44.3771,-68.261,157.3333,ME,0.07972,1.23929,0.1798,3.21444,1.7858,-999,0.00593,0.00108,6.5311,6.74978,4.6296,1.9015,4.84828,0.0618,0.0205,0.06821,0.01602,0.11901,0.9013
IMPAER,ACAD1,1,08/19/2004,44.3771,-68.261,157.3333,ME,0.35152,10.3617,0.2315,1.39266,0.7737,-999,0.01582,0.00113,13.7656,13.5139,13.0169,0.7487,12.7652,0.2725,0,0.01863,0.05742,0.37038,7.5358
IMPAER,ACAD1,1,08/22/2004,44.3771,-68.261,157.3333,ME,0.11197,1.67888,0.2165,2.54682,1.4149,-999,0.01482,0.00145,7.8637,7.94933,4.6458,3.2179,4.73143,0.0868,0.0195,0.02968,0.02448,0.15278,1.221
IMPAER,ACAD1,1,08/25/2004,44.3771,-68.261,157.3333,ME,0.06902,0.36314,0.1352,1.50444,0.8358,-999,0.01135,0,4.3968,4.54913,2.0803,2.3165,2.23263,0.0535,0,0.01351,0.03942,0.12142,0.2641
IMPAER,ACAD1,1,08/28/2004,44.3771,-68.261,157.3333,ME,0.36507,19.4435,0.5782,4.73562,2.6309,-999,0.04353,0.00259,27.3644,27.0619,26.1199,1.2445,25.8174,0.283,0.0273,0.04454,0.03078,0.6643,14.1407
IMPAER,ACAD1,1,08/31/2004,44.3771,-68.261,157.3333,ME,0.07224,0.80383,0.0844,1.27008,0.7056,-999,0.00664,0.00125,3.6695,4.05024,2.0204,1.6491,2.40114,0.056,0,0.01378,0.04716,0.12343,0.5846
IMPAER,ACAD1,1,06/03/2005,44.3771,-68.261,157.3333,ME,0.77477,5.7739,0.4209,1.52964,0.8498,-999,0.02602,0.00157,12.306,12.1635,8.9887,3.3173,8.84625,0.6006,0.0192,0.01979,0.081,0.26603,4.1992
IMPAER,ACAD1,1,06/06/2005,44.3771,-68.261,157.3333,ME,0.37307,1.287,0.3606,3.11364,1.7298,-999,0.00763,0.00113,8.8145,8.6011,5.7301,3.0844,5.5167,0.2892,0.0156,0.03832,0.29628,0.08611,0.936
IMPAER,ACAD1,1,06/09/2005,44.3771,-68.261,157.3333,ME,0.28677,3.00616,1.2755,18.5805,10.3225,-999,0.01559,0.00295,28.4172,28.667,23.2555,5.1617,23.5053,0.2223,0.0196,0.21231,0.11808,0.23833,2.1863
IMPAER,ACAD1,1,06/12/2005,44.3771,-68.261,157.3333,ME,0.21788,9.119,0.4405,3.28626,1.8257,-999,0.026,0.00134,18.9465,17.8353,14.606,4.3405,13.4948,0.1689,0.0192,0.05228,0.03366,0.39751,6.632
IMPAER,ACAD1,1,06/15/2005,44.3771,-68.261,157.3333,ME,0.22536,0.61009,0.0704,0.77634,0.4313,-999,0.00465,0.00034,4.3634,4.35856,1.9875,2.3759,1.98266,0.1747,0,0.01287,0.2223,0.07816,0.4437
IMPAER,ACAD1,1,06/18/2005,44.3771,-68.261,157.3333,ME,0.02232,0.28779,0.061,0.48618,0.2701,-999,0.0005,0.00023,2.3107,2.36321,0.8347,1.476,0.88721,0.0173,0,0.00605,0.02628,0.00365,0.2093
IMPAER,ACAD1,1,06/21/2005,44.3771,-68.261,157.3333,ME,0.78587,3.14724,0.4425,3.12318,1.7351,-999,0.02182,0.0017,17.0932,17.2904,7.6514,9.4418,7.84861,0.6092,0.0226,0.0282,0.14004,0.20978,2.2889
IMPAER,ACAD1,1,06/24/2005,44.3771,-68.261,157.3333,ME,0.42209,2.09536,0.4956,3.47184,1.9288,-999,0.03134,0.00136,12.7354,12.9772,6.6373,6.0981,6.87905,0.3272,0.0218,0.02957,0.06174,0.33242,1.5239
IMPAER,ACAD1,1,06/27/2005,44.3771,-68.261,157.3333,ME,0.32121,9.01216,0.4677,3.25782,1.8099,-999,0.02038,0.00196,17.6184,16.1132,14.9742,2.6442,13.469,0.249,0.0219,0.04038,0.08226,0.32786,6.5543
IMPAER,ACAD1,1,06/30/2005,44.3771,-68.261,157.3333,ME,0.24574,3.52426,0.2835,2.1096,1.172,-999,0.00769,0.00069,6.664,6.95307,6.0572,0.6068,6.34627,0.1905,0.0373,0.01505,0.05994,0.12322,2.5631
IMPAER,ACAD1,1,07/03/2005,44.3771,-68.261,157.3333,ME,0.05624,0.70455,0.138,1.86588,1.0366,-999,0.00832,0.00089,9.6462,9.58025,2.981,6.6652,2.91505,0.0436,0,0.02081,0.05454,0.09583,0.5124
IMPAER,ACAD1,1,07/06/2005,44.3771,-68.261,157.3333,ME,0.14719,2.78066,0.3926,0.91386,0.5077,-999,0.00579,0.00182,6.5836,6.49302,4.5475,2.0361,4.45692,0.1141,0,0.01624,0.11556,0.10704,2.0223
IMPAER,ACAD1,1,07/09/2005,44.3771,-68.261,157.3333,ME,0.09172,1.79218,0.1334,0.53046,0.2947,-999,0.00258,0.00033,4.0904,3.73492,2.9397,1.1507,2.58422,0.0711,0,0.00548,0.01944,0.01703,1.3034
